Time(s)	SetTemp(K)	Temp(K)	HeatPower	P	I	D	
2312.33405900002	400	109.046	0	130	50	0	-1670588130.21947
2317.43859291077	400	108.573	0	130	50	0	-1670588125.11494
2322.53267192841	400	108.11	0	130	50	0	-1670588120.02086
2327.63246202469	400	108.097	0	130	50	0	-1670588114.92107
2332.73814296722	400	107.445	0	130	50	0	-1670588109.81539
2337.8359310627	400	107.559	0	130	50	0	-1670588104.7176
2343.00810694695	400	106.619	0	130	50	0	-1670588099.54542
2348.17013001442	400	106.839	0	130	50	0	-1670588094.3834
2353.28917002678	400	106.034	0	130	50	0	-1670588089.26436
2358.39020705223	400	105.871	0	130	50	0	-1670588084.16332
2363.49850797653	400	105.856	0	130	50	0	-1670588079.05502
2368.58937311172	400	104.921	0	130	50	0	-1670588073.96416
2373.70441603661	400	105.199	0	130	50	0	-1670588068.84911
2378.82597303391	400	104.096	0	130	50	0	-1670588063.72756
2383.98901200294	400	104.375	0	130	50	0	-1670588058.56452
2389.06305098534	400	103.785	0	130	50	0	-1670588053.49048
2394.14708399773	400	103.577	0	130	50	0	-1670588048.40645
2399.26564097404	400	103.217	0	130	50	0	-1670588043.28789
2404.38055205345	400	102.562	0	130	50	0	-1670588038.17298
2409.51537513733	400	102.796	0	130	50	0	-1670588033.03815
2414.62092590332	400	101.833	0	130	50	0	-1670588027.9326
2419.71503400803	400	102.111	0	130	50	0	-1670588022.8385
2424.81076002121	400	100.943	0	130	50	0	-1670588017.74277
2429.89729595184	400	101.202	0	130	50	0	-1670588012.65623
2435.00406694412	400	100.503	0	130	50	0	-1670588007.54946
2440.12015891075	400	100.296	0	130	50	0	-1670588002.43337
2445.20419692993	400	99.9646	0	130	50	0	-1670587997.34933
2450.29435706139	400	99.635	0	130	50	0	-1670587992.25917
2455.3799021244	400	99.7759	0	130	50	0	-1670587987.17363
2460.47717809677	400	98.4952	0	130	50	0	-1670587982.07635
2465.55824494362	400	99.1608	0	130	50	0	-1670587976.99529
2470.65218305588	400	97.7113	0	130	50	0	-1670587971.90135
2475.74216604233	400	98.0819	0	130	50	0	-1670587966.81136
2480.84457993507	400	97.391	0	130	50	0	-1670587961.70895
2485.96650409698	400	97.6758	0	130	50	0	-1670587956.58703
2491.10669803619	400	96.0238	0	130	50	0	-1670587951.44683
2496.21759009361	400	96.8434	0	130	50	0	-1670587946.33594
2501.29985594749	400	96.7494	0	130	50	0	-1670587941.25367
2506.40542197227	400	95.2895	0	130	50	0	-1670587936.14811
2511.52745604515	400	96.2027	0	130	50	0	-1670587931.02607
2516.62407493591	400	94.727	0	130	50	0	-1670587925.92946
2521.72732996941	400	95.4333	0	130	50	0	-1670587920.8262
2526.8294210434	400	94.4843	0	130	50	0	-1670587915.72411
2531.91073012352	400	94.0577	0	130	50	0	-1670587910.6428
2536.97574496269	400	94.5609	0	130	50	0	-1670587905.57779
2542.0781109333	400	92.7833	0	130	50	0	-1670587900.47542
2547.21022200584	400	93.8174	0	130	50	0	-1670587895.34331
2552.30583500862	400	92.5309	0	130	50	0	-1670587890.2477
2557.37742805481	400	93.3789	0	130	50	0	-1670587885.1761
2562.47700691223	400	91.6603	0	130	50	0	-1670587880.07652
2567.55806803703	400	92.6958	0	130	50	0	-1670587874.99546
2572.66603302956	400	90.6098	0	130	50	0	-1670587869.8875
2577.78023004532	400	91.716	0	130	50	0	-1670587864.7733
2582.87043309212	400	90.3252	0	130	50	0	-1670587859.6831
2587.94525694847	400	91.1716	0	130	50	0	-1670587854.60827
2593.06336092949	400	89.1479	89.1479	130	50	0	-1670587849.49017
2598.18482208252	400	90.2127	0	130	50	0	-1670587844.36871
2603.26513791084	400	88.5021	0	130	50	0	-1670587839.28839
2608.34715008736	400	89.32	0	130	50	0	-1670587834.20638
2613.43875193596	400	87.9555	0	130	50	0	-1670587829.11478
2618.5184841156	400	88.4213	0	130	50	0	-1670587824.03505
2623.58882808685	400	87.4482	0	130	50	0	-1670587818.9647
2628.66961503029	400	87.5438	0	130	50	0	-1670587813.88391
2633.76370000839	400	86.407	0	130	50	0	-1670587808.78983
2638.84196805954	400	86.2552	0	130	50	0	-1670587803.71156
2643.92274808884	400	87.3731	0	130	50	0	-1670587798.63078
2648.98349308968	400	84.7259	0	130	50	0	-1670587793.57004
2654.06704807281	400	86.4415	0	130	50	0	-1670587788.48648
2659.15701913834	400	83.7651	0	130	50	0	-1670587783.39651
2664.23671007156	400	85.4418	0	130	50	0	-1670587778.31682
2669.30886793137	400	83.1273	0	130	50	0	-1670587773.24466
2674.38984894753	400	84.7896	0	130	50	0	-1670587768.16368
2679.46999406815	400	83.1945	0	130	50	0	-1670587763.08354
2684.55116891861	400	83.5464	0	130	50	0	-1670587758.00236
2689.62125301361	400	84.2931	0	130	50	0	-1670587752.93228
2694.69714999199	400	83.6001	0	130	50	0	-1670587747.85638
2699.78312301636	400	81.8092	0	130	50	0	-1670587742.77041
2704.864839077	400	82.9034	0	130	50	0	-1670587737.68869
2709.94585990906	400	81.2303	0	130	50	0	-1670587732.60767
2715.02612400055	400	82.067	0	130	50	0	-1670587727.52741
2720.08863401413	400	81.7514	0	130	50	0	-1670587722.4649
2725.15831112862	400	81.0661	0	130	50	0	-1670587717.39522
2730.23006892204	400	80.0227	0	130	50	0	-1670587712.32346
2735.32627606392	400	80.9525	0	130	50	0	-1670587707.22725
2740.41149997711	400	79.5437	0	130	50	0	-1670587702.14203
2745.4827940464	400	80.5181	0	130	50	0	-1670587697.07074
2750.54357409477	400	79.1675	0	130	50	0	-1670587692.00996
2755.62473511696	400	79.7548	0	130	50	0	-1670587686.92879
2760.69540190697	400	78.9557	0	130	50	0	-1670587681.85813
2765.76655197144	400	78.7932	0	130	50	0	-1670587676.78698
2770.84840893745	400	78.735	0	130	50	0	-1670587671.70512
2775.92853307724	400	78.4222	0	130	50	0	-1670587666.625
2780.98998093605	400	78.4171	0	130	50	0	-1670587661.56355
2786.08064293861	400	78.2476	0	130	50	0	-1670587656.47289
2791.17139196396	400	78.2094	0	130	50	0	-1670587651.38214
2796.2625079155	400	78.4546	0	130	50	0	-1670587646.29102
2801.33401799202	400	78.1336	0	130	50	0	-1670587641.21951
2869.69113206863	400	77.6716	0	130	50	0	-1670587572.8624
2874.87750196457	400	77.6124	0	130	50	0	-1670587567.67603
2879.96784305573	400	77.6547	0	130	50	0	-1670587562.58569
2885.03964996338	400	77.5557	0	130	50	0	-1670587557.51388
2890.11544704437	400	77.6142	0	130	50	0	-1670587552.43808
2895.23243999481	400	77.5845	0	130	50	0	-1670587547.32109
2900.30361795425	400	77.525	0	130	50	0	-1670587542.24991
2905.38433408737	400	77.5417	0	130	50	0	-1670587537.1692
2910.46479797363	400	77.5087	0	130	50	0	-1670587532.08873
2915.54585504532	400	77.5138	0	130	50	0	-1670587527.00767
2920.61685800552	400	77.4959	0	130	50	0	-1670587521.93667
2925.68768501282	400	77.4898	0	130	50	0	-1670587516.86585
2930.76913404465	400	77.487	0	130	50	0	-1670587511.7844
2935.83966302872	400	77.4674	0	130	50	0	-1670587506.71387
2940.91057801247	400	77.4751	0	130	50	0	-1670587501.64295
2945.99198913574	400	77.4638	0	130	50	0	-1670587496.56154
2951.07293605804	400	77.4616	0	130	50	0	-1670587491.48059
2956.14379501343	400	77.4531	0	130	50	0	-1670587486.40974
2961.20467090607	400	77.4476	0	130	50	0	-1670587481.34886
2966.27588105202	400	77.4461	0	130	50	0	-1670587476.27765
2971.34724998474	400	77.4393	0	130	50	0	-1670587471.20628
2976.40764403343	400	77.4371	0	130	50	0	-1670587466.14589
2981.47817206383	400	77.4288	0	130	50	0	-1670587461.07536
2986.54989314079	400	77.4244	0	130	50	0	-1670587456.00364
2991.62102603912	400	77.4257	0	130	50	0	-1670587450.9325
2996.7224419117	400	77.4183	0	130	50	0	-1670587445.83109
3001.81559205055	400	77.4255	0	130	50	0	-1670587440.73794
3006.89338707924	400	77.4204	0	130	50	0	-1670587435.66014
3011.97558999062	400	77.4273	0	130	50	0	-1670587430.57794
3017.17527794838	400	77.4227	0	130	50	0	-1670587425.37825
3022.24990105629	400	77.4246	0	130	50	0	-1670587420.30363
3027.31812405586	400	77.4253	0	130	50	0	-1670587415.23541
3032.39888501167	400	77.4272	0	130	50	0	-1670587410.15465
3037.47963309288	400	77.4302	0	130	50	0	-1670587405.0739
3042.55104994774	400	77.4334	0	130	50	0	-1670587400.00248
3047.62345004082	400	77.4334	0	130	50	0	-1670587394.93008
3052.69297790527	400	77.4386	0	130	50	0	-1670587389.86055
3057.76403903961	400	77.4322	0	130	50	0	-1670587384.78949
3062.84473800659	400	77.4401	0	130	50	0	-1670587379.70879
3067.91541314125	400	77.4349	0	130	50	0	-1670587374.63812
3072.99815201759	400	77.4408	0	130	50	0	-1670587369.55538
3078.09268093109	400	77.4482	10	130	50	0	-1670587364.46085
3083.1884059906	400	77.4555	10	130	50	0	-1670587359.36512
3088.2797369957	400	77.4531	10	130	50	0	-1670587354.27379
3093.36575007439	400	77.4579	10	130	50	0	-1670587349.18778
3098.46173906326	400	77.4548	10	130	50	0	-1670587344.09179
3103.54422092438	400	77.4559	10	130	50	0	-1670587339.00931
3108.62467813492	400	77.4564	10	130	50	0	-1670587333.92885
3113.70454311371	400	77.4561	10	130	50	0	-1670587328.84899
3118.77570509911	400	77.4573	10	130	50	0	-1670587323.77782
3123.85971498489	400	77.4524	10	130	50	0	-1670587318.69382
3128.91981506348	400	77.4525	10	130	50	0	-1670587313.63371
3133.99822306633	400	77.4493	10	130	50	0	-1670587308.55531
3139.07979202271	400	77.4743	20	130	50	0	-1670587303.47374
3144.16562390327	400	77.4832	20	130	50	0	-1670587298.38791
3149.25107693672	400	77.4773	20	130	50	0	-1670587293.30245
3154.32234501839	400	77.488	20	130	50	0	-1670587288.23119
3159.41361808777	400	77.4874	20	130	50	0	-1670587283.13991
3164.52412104607	400	77.4958	20	130	50	0	-1670587278.02941
3169.61714100838	400	77.4955	20	130	50	0	-1670587272.93639
3174.70692110062	400	77.4946	20	130	50	0	-1670587267.84661
3179.78703212738	400	77.4984	20	130	50	0	-1670587262.7665
3184.85812401772	400	77.4987	20	130	50	0	-1670587257.69541
3189.93895196915	400	77.4983	20	130	50	0	-1670587252.61458
3195.01438593864	400	77.4973	20	130	50	0	-1670587247.53914
3200.10605812073	400	77.5049	30	130	50	0	-1670587242.44747
3205.18270397186	400	77.5617	30	130	50	0	-1670587237.37083
3210.26556706429	400	77.5623	30	130	50	0	-1670587232.28796
3215.35441803932	400	77.5579	30	130	50	0	-1670587227.19911
3220.4263241291	400	77.5621	30	130	50	0	-1670587222.12721
3225.50700807571	400	77.5536	30	130	50	0	-1670587217.04652
3230.59705400467	400	77.569	30	130	50	0	-1670587211.95648
3235.66825604439	400	77.5428	30	130	50	0	-1670587206.88527
3240.73967790604	400	77.566	30	130	50	0	-1670587201.81385
3245.82053494453	400	77.5504	30	130	50	0	-1670587196.733
3250.89127802849	400	77.561	30	130	50	0	-1670587191.66225
3255.97255706787	400	77.5526	30	130	50	0	-1670587186.58097
3261.04436302185	400	77.5616	30	130	50	0	-1670587181.50917
3266.11491894722	400	77.5546	30	130	50	0	-1670587176.43861
3271.18538713455	400	77.559	40	130	50	0	-1670587171.36814
3276.26613998413	400	77.6367	40	130	50	0	-1670587166.28739
3281.36353111267	400	77.6643	40	130	50	0	-1670587161.19
3286.45849299431	400	77.6577	40	130	50	0	-1670587156.09504
3291.52922701836	400	77.654	40	130	50	0	-1670587151.0243
3296.60033392906	400	77.668	40	130	50	0	-1670587145.9532
3301.67111492157	400	77.6452	40	130	50	0	-1670587140.88242
3306.73205208778	400	77.6571	40	130	50	0	-1670587135.82148
3311.82348203659	400	77.6493	40	130	50	0	-1670587130.73005
3316.92405390739	400	77.6477	40	130	50	0	-1670587125.62948
3322.01544308662	400	77.6507	40	130	50	0	-1670587120.53809
3327.10006713867	400	77.6442	40	130	50	0	-1670587115.45346
3332.17703294754	400	77.6505	40	130	50	0	-1670587110.3765
3337.27064990997	400	77.6476	40	130	50	0	-1670587105.28288
3342.34981393814	400	77.6496	40	130	50	0	-1670587100.20372
3347.43448400497	400	77.7425	50	130	50	0	-1670587095.11905
3352.5317800045	400	77.772	50	130	50	0	-1670587090.02175
3357.61242198944	400	77.7491	50	130	50	0	-1670587084.94111
3362.70537495613	400	77.7655	50	130	50	0	-1670587079.84816
3367.79413890839	400	77.7547	50	130	50	0	-1670587074.75939
3372.86505007744	400	77.7369	50	130	50	0	-1670587069.68848
3377.94608592987	400	77.763	50	130	50	0	-1670587064.60744
3383.03766798973	400	77.7505	50	130	50	0	-1670587059.51586
3388.12192511559	400	77.7691	50	130	50	0	-1670587054.4316
3393.20912408829	400	77.8102	50	130	50	0	-1670587049.34441
3398.28018593788	400	77.8316	50	130	50	0	-1670587044.27334
3403.34112405777	400	77.8488	50	130	50	0	-1670587039.21241
3408.4315969944	400	77.937	50	130	50	0	-1670587034.12193
3413.52369499207	400	78.1676	50	130	50	0	-1670587029.02984
3418.59455990791	400	78.4872	50	130	50	0	-1670587023.95897
3423.67543292046	400	79.493	50	130	50	0	-1670587018.8781
3428.74626302719	400	79.6305	50	130	50	0	-1670587013.80727
3433.81743907928	400	80.7298	50	130	50	0	-1670587008.73609
3438.88839793205	400	80.6071	50	130	50	0	-1670587003.66513
3443.96879911423	400	81.8092	50	130	50	0	-1670586998.58473
3449.04425001144	400	81.1128	50	130	50	0	-1670586993.50928
3454.12075805664	400	82.6963	50	130	50	0	-1670586988.43277
3459.20233011246	400	83.114	50	130	50	0	-1670586983.3512
3464.2735080719	400	83.7118	50	130	50	0	-1670586978.28002
3469.34359002113	400	85.296	50	130	50	0	-1670586973.20994
3474.42490792274	400	83.5118	50	130	50	0	-1670586968.12862
3479.50582695007	400	86.3234	50	130	50	0	-1670586963.0477
3484.58665513992	400	85.32	50	130	50	0	-1670586957.96687
3489.64846611023	400	86.6985	50	130	50	0	-1670586952.90506
3494.73109698296	400	87.2326	50	130	50	0	-1670586947.82243
3499.79991006851	400	86.9136	50	130	50	0	-1670586942.75362
3504.89114713669	400	88.5657	50	130	50	0	-1670586937.66238
3509.96160292625	400	87.7497	50	130	50	0	-1670586932.59193
3515.03307008743	400	87.8425	50	130	50	0	-1670586927.52046
3520.11631393433	400	88.9667	50	130	50	0	-1670586922.43722
3525.20489501953	400	88.7472	50	130	50	0	-1670586917.34864
3530.28563404083	400	90.463	50	130	50	0	-1670586912.2679
3535.3570599556	400	89.3893	50	130	50	0	-1670586907.19647
3540.46526908875	400	91.3693	50	130	50	0	-1670586902.08826
3545.55980205536	400	90.0699	50	130	50	0	-1670586896.99373
3550.6422419548	400	92.2322	50	130	50	0	-1670586891.91129
3555.71031594276	400	90.7773	50	130	50	0	-1670586886.84321
3560.78286504745	400	93.2168	50	130	50	0	-1670586881.77066
3565.84353208542	400	92.5322	50	130	50	0	-1670586876.71
3570.91433691978	400	92.2698	50	130	50	0	-1670586871.63919
3575.98449110985	400	93.979	50	130	50	0	-1670586866.56904
3581.09122300148	400	92.5419	50	130	50	0	-1670586861.46231
3586.20667505264	400	94.2901	50	130	50	0	-1670586856.34685
3591.29721212387	400	93.6171	50	130	50	0	-1670586851.25632
3596.38903093338	400	94.3489	50	130	50	0	-1670586846.1645
3601.46053409576	400	94.6114	50	130	50	0	-1670586841.093
3606.53051900864	400	94.8314	50	130	50	0	-1670586836.02301
3611.60140109062	400	95.7888	50	130	50	0	-1670586830.95213
3616.68328213692	400	96.4105	50	130	50	0	-1670586825.87025
3621.75388097763	400	96.302	50	130	50	0	-1670586820.79965
3626.83480191231	400	97.3249	50	130	50	0	-1670586815.71873
3631.9064180851	400	96.8324	50	130	50	0	-1670586810.64711
3636.98646712303	400	98.0781	50	130	50	0	-1670586805.56706
3642.06751704216	400	97.1026	50	130	50	0	-1670586800.48601
3647.15554499626	400	98.6695	50	130	50	0	-1670586795.39799
3652.2727189064	400	98.2393	50	130	50	0	-1670586790.28081
3657.34025001526	400	98.8802	50	130	50	0	-1670586785.21328
3662.42187690735	400	98.7957	50	130	50	0	-1670586780.13165
3667.50775408745	400	99.4394	50	130	50	0	-1670586775.04578
3672.61374092102	400	99.1829	50	130	50	0	-1670586769.93979
3677.70498895645	400	100.29	50	130	50	0	-1670586764.84854
3682.80205392838	400	99.8526	50	130	50	0	-1670586759.75148
3687.87635111809	400	100.559	50	130	50	0	-1670586754.67718
3692.94774913788	400	100.006	50	130	50	0	-1670586749.60578
3698.03870201111	400	101.403	50	130	50	0	-1670586744.51483
3703.11974000931	400	100.691	50	130	50	0	-1670586739.43379
3708.20071196556	400	101.79	50	130	50	0	-1670586734.35282
3713.29175400734	400	101.733	50	130	50	0	-1670586729.26178
3718.37284708023	400	101.961	50	130	50	0	-1670586724.18068
3723.46444702148	400	102.649	50	130	50	0	-1670586719.08908
3728.55472302437	400	101.942	50	130	50	0	-1670586713.99881
3733.63559103012	400	103.457	50	130	50	0	-1670586708.91794
3738.73687911034	400	102.886	50	130	50	0	-1670586703.81665
3743.82803106308	400	103.175	50	130	50	0	-1670586698.7255
3748.92445111275	400	104	50	130	50	0	-1670586693.62908
3754.02701997757	400	103.216	50	130	50	0	-1670586688.52651
3759.11890697479	400	104.633	50	130	50	0	-1670586683.43462
3764.22181010246	400	104.384	50	130	50	0	-1670586678.33172
3769.32276391983	400	104.528	50	130	50	0	-1670586673.23077
3774.41405510902	400	105.606	50	130	50	0	-1670586668.13947
3779.48432207108	400	105.479	50	130	50	0	-1670586663.06921
3784.57021808624	400	106.077	50	130	50	0	-1670586657.98331
3789.6477200985	400	105.457	50	130	50	0	-1670586652.90581
3794.72891306877	400	106.688	50	130	50	0	-1670586647.82462
3799.79857707024	400	106.172	50	130	50	0	-1670586642.75495
3804.86966896057	400	106.488	50	130	50	0	-1670586637.68386
3809.94082593918	400	107.091	50	130	50	0	-1670586632.6127
3815.01167702675	400	106.531	50	130	50	0	-1670586627.54185
3820.08219194412	400	107.637	50	130	50	0	-1670586622.47134
3825.15485692024	400	106.958	50	130	50	0	-1670586617.39867
3830.23393297195	400	108.187	50	130	50	0	-1670586612.3196
3835.31707310677	400	107.932	50	130	50	0	-1670586607.23646
3840.38718605042	400	108.252	50	130	50	0	-1670586602.16634
3845.48733901978	400	108.613	50	130	50	0	-1670586597.06619
3850.56861805916	400	108.617	50	130	50	0	-1670586591.98491
3855.6624789238	400	109.01	50	130	50	0	-1670586586.89105
3860.73706102371	400	109.053	50	130	50	0	-1670586581.81647
3865.82138895988	400	109.549	50	130	50	0	-1670586576.73214
3870.90505003929	400	109.384	50	130	50	0	-1670586571.64848
3875.97403311729	400	110.239	50	130	50	0	-1670586566.5795
3881.04443907738	400	109.69	50	130	50	0	-1670586561.50909
3886.11538910866	400	110.726	50	130	50	0	-1670586556.43814
3891.18619012833	400	110.48	50	130	50	0	-1670586551.36734
3896.26696801186	400	110.841	50	130	50	0	-1670586546.28656
3901.33814692497	400	110.802	50	130	50	0	-1670586541.21538
3906.42914199829	400	111.676	50	130	50	0	-1670586536.12439
3911.51041007042	400	111.618	50	130	50	0	-1670586531.04312
3916.58061003685	400	111.949	50	130	50	0	-1670586525.97292
3921.66484808922	400	112.319	50	130	50	0	-1670586520.88868
3926.76356291771	400	111.825	50	130	50	0	-1670586515.78997
3931.84853601456	400	112.851	50	130	50	0	-1670586510.70499
3936.92595505714	400	112.691	50	130	50	0	-1670586505.62757
3942.0163860321	400	112.695	50	130	50	0	-1670586500.53714
3947.08709812164	400	113.43	50	130	50	0	-1670586495.46643
3952.14763593674	400	112.974	50	130	50	0	-1670586490.40589
3957.21943998337	400	113.419	50	130	50	0	-1670586485.33409
3962.29237699509	400	113.643	50	130	50	0	-1670586480.26115
3967.42671203613	400	114.181	50	130	50	0	-1670586475.12682
3972.52153205872	400	113.541	50	130	50	0	-1670586470.032
3977.59281492233	400	114.455	50	130	50	0	-1670586464.96072
3982.67445492744	400	114.044	50	130	50	0	-1670586459.87908
3987.74504113197	400	114.888	50	130	50	0	-1670586454.80849
3992.82625794411	400	114.762	50	130	50	0	-1670586449.72727
3997.88816213608	400	114.94	50	130	50	0	-1670586444.66537
4002.95762610435	400	115.522	50	130	50	0	-1670586439.5959
4008.0427839756	400	115.001	50	130	50	0	-1670586434.51075
4013.12049007416	400	115.852	50	130	50	0	-1670586429.43304
4018.19146895409	400	115.58	50	130	50	0	-1670586424.36206
4023.29424190521	400	115.998	50	130	50	0	-1670586419.25929
4028.38273596764	400	116.418	50	130	50	0	-1670586414.17079
4033.56364893913	400	116.579	50	130	50	0	-1670586408.98988
4038.67500495911	400	116.49	50	130	50	0	-1670586403.87853
4043.78576111794	400	117.044	50	130	50	0	-1670586398.76777
4048.88120007515	400	116.807	50	130	50	0	-1670586393.67233
4053.98789095879	400	117.329	50	130	50	0	-1670586388.56564
4059.06017708778	400	116.837	50	130	50	0	-1670586383.49335
4064.13965702057	400	117.66	50	130	50	0	-1670586378.41387
4069.230946064	400	117.325	50	130	50	0	-1670586373.32258
4074.30257797241	400	118.186	50	130	50	0	-1670586368.25095
4079.38710999489	400	117.821	50	130	50	0	-1670586363.16642
4084.47362112999	400	118.473	50	130	50	0	-1670586358.07991
4089.5653231144	400	118.113	50	130	50	0	-1670586352.98821
4094.64631700516	400	118.881	50	130	50	0	-1670586347.90721
4099.70702290535	400	118.708	50	130	50	0	-1670586342.84651
4104.78725409508	400	118.961	50	130	50	0	-1670586337.76628
4109.86888098717	400	119.474	50	130	50	0	-1670586332.68465
4114.93970799446	400	118.948	50	130	50	0	-1670586327.61382
4120.01097607613	400	119.635	50	130	50	0	-1670586322.54255
4125.10774612427	400	119.034	50	130	50	0	-1670586317.44578
4130.22284603119	400	119.983	50	130	50	0	-1670586312.33068
4135.29363703728	400	119.491	50	130	50	0	-1670586307.25989
4140.37445211411	400	120.111	50	130	50	0	-1670586302.17908
4145.46678304672	400	120.185	50	130	50	0	-1670586297.08675
4150.5365960598	400	120.44	50	130	50	0	-1670586292.01693
4155.60745310783	400	120.743	50	130	50	0	-1670586286.94608
4160.68857812881	400	120.677	50	130	50	0	-1670586281.86495
4165.75932812691	400	121.206	50	130	50	0	-1670586276.7942
4170.8305580616	400	120.622	50	130	50	0	-1670586271.72297
4175.89150500298	400	121.405	50	130	50	0	-1670586266.66203
4180.96333503723	400	121.079	50	130	50	0	-1670586261.59019
4186.04392004013	400	121.511	50	130	50	0	-1670586256.50961
4191.13979005814	400	121.691	50	130	50	0	-1670586251.41374
4196.20601701736	400	121.739	50	130	50	0	-1670586246.34751
4201.29724407196	400	121.733	50	130	50	0	-1670586241.25629
4206.37795209885	400	122.111	50	130	50	0	-1670586236.17558
4211.44120812416	400	122.291	50	130	50	0	-1670586231.11232
4216.53384709358	400	122.511	50	130	50	0	-1670586226.01968
4221.60018110275	400	122.713	50	130	50	0	-1670586220.95335
4226.6880030632	400	122.548	50	130	50	0	-1670586215.86553
4231.783203125	400	123.144	50	130	50	0	-1670586210.77033
4236.86398100853	400	122.647	50	130	50	0	-1670586205.68955
4241.9449031353	400	123.428	50	130	50	0	-1670586200.60863
4247.01590800285	400	123.053	50	130	50	0	-1670586195.53762
4252.09923911095	400	123.639	50	130	50	0	-1670586190.45429
4257.18780303001	400	123.54	50	130	50	0	-1670586185.36573
4262.29843401909	400	123.888	50	130	50	0	-1670586180.2551
4267.39367699623	400	123.938	50	130	50	0	-1670586175.15985
4272.47110700607	400	124.453	50	130	50	0	-1670586170.08242
4277.55291891098	400	123.955	50	130	50	0	-1670586165.00061
4282.62283611298	400	124.616	50	130	50	0	-1670586159.93069
4287.71397709847	400	124.677	50	130	50	0	-1670586154.83955
4292.79790210724	400	124.307	50	130	50	0	-1670586149.75563
4297.88663005829	400	125.083	50	130	50	0	-1670586144.6669
4302.96626091003	400	124.713	50	130	50	0	-1670586139.58727
4308.03746008873	400	125.407	50	130	50	0	-1670586134.51607
4313.11835098267	400	124.996	50	130	50	0	-1670586129.43518
4318.19994306564	400	125.74	50	130	50	0	-1670586124.35359
4323.28084111214	400	125.407	50	130	50	0	-1670586119.27269
4328.35303807259	400	125.787	50	130	50	0	-1670586114.20049
4333.44238901138	400	125.768	50	130	50	0	-1670586109.11114
4338.51339101791	400	125.882	50	130	50	0	-1670586104.04014
4343.6048181057	400	126.471	50	130	50	0	-1670586098.94871
4348.67494797707	400	125.904	50	130	50	0	-1670586093.87858
4353.74655199051	400	126.605	50	130	50	0	-1670586088.80698
4358.8271150589	400	126.481	50	130	50	0	-1670586083.72641
4363.8989109993	400	126.839	50	130	50	0	-1670586078.65462
4368.99078011513	400	126.698	50	130	50	0	-1670586073.56275
4374.09091210365	400	127.206	50	130	50	0	-1670586068.46262
4379.17694807053	400	126.917	50	130	50	0	-1670586063.37658
4384.26174712181	400	127.191	50	130	50	0	-1670586058.29178
4389.35804700851	400	127.491	50	130	50	0	-1670586053.19548
4394.44504594803	400	127.894	50	130	50	0	-1670586048.10848
4399.5197019577	400	127.103	50	130	50	0	-1670586043.03383
4404.65644812584	400	127.97	50	130	50	0	-1670586037.89708
4409.72730302811	400	128.272	50	130	50	0	-1670586032.82623
4414.82110595703	400	127.724	50	130	50	0	-1670586027.73242
4419.91408610344	400	128.484	50	130	50	0	-1670586022.63944
4424.99044704437	400	128.333	50	130	50	0	-1670586017.56308
4430.07066607475	400	128.507	50	130	50	0	-1670586012.48286
4435.13182711601	400	128.645	50	130	50	0	-1670586007.4217
4440.21371197701	400	128.637	50	130	50	0	-1670586002.33982
4445.29429006577	400	128.758	50	130	50	0	-1670585997.25924
4450.36527991295	400	128.981	50	130	50	0	-1670585992.18825
4455.44089913368	400	129.485	50	130	50	0	-1670585987.11263
4460.52666401863	400	128.821	50	130	50	0	-1670585982.02687
4465.5898399353	400	129.582	50	130	50	0	-1670585976.96369
4470.65940403938	400	129.039	50	130	50	0	-1670585971.89413
4475.72973608971	400	129.582	50	130	50	0	-1670585966.82379
4480.80114603043	400	129.909	50	130	50	0	-1670585961.75238
4485.87830710411	400	129.302	50	130	50	0	-1670585956.67522
4490.9694070816	400	129.5	50	130	50	0	-1670585951.58412
4496.05454206467	400	130.12	50	130	50	0	-1670585946.49899
4501.15529108047	400	129.947	50	130	50	0	-1670585941.39824
4506.22750806808	400	130.156	50	130	50	0	-1670585936.32602
4511.30700302124	400	130.727	50	130	50	0	-1670585931.24653
4516.3781080246	400	130.109	50	130	50	0	-1670585926.17542
4521.45912909508	400	130.869	50	130	50	0	-1670585921.0944
4526.52984499931	400	130.34	50	130	50	0	-1670585916.02369
4531.61355495453	400	131.083	50	130	50	0	-1670585910.93998
4536.69244194031	400	130.56	50	130	50	0	-1670585905.86109
4541.77257704735	400	131.243	50	130	50	0	-1670585900.78095
4546.86355495453	400	131.406	50	130	50	0	-1670585895.68998
4551.94464302063	400	131.143	50	130	50	0	-1670585890.60889
4557.0164129734	400	131.823	50	130	50	0	-1670585885.53712
4562.09994912148	400	131.408	50	130	50	0	-1670585880.45358
4567.16796207428	400	131.777	50	130	50	0	-1670585875.38557
4572.23888301849	400	131.834	50	130	50	0	-1670585870.31465
4577.31022500992	400	131.742	50	130	50	0	-1670585865.24331
4582.38110208511	400	132.198	50	130	50	0	-1670585860.17243
4587.44141101837	400	131.882	50	130	50	0	-1670585855.11212
4592.51307892799	400	132.512	50	130	50	0	-1670585850.04045
4597.58397698402	400	131.912	50	130	50	0	-1670585844.96955
4602.66449594498	400	132.119	50	130	50	0	-1670585839.88903
4607.73541593552	400	132.519	50	130	50	0	-1670585834.81811
4612.82702112198	400	132.186	50	130	50	0	-1670585829.72651
4617.90763998032	400	132.9	50	130	50	0	-1670585824.64589
4622.97915506363	400	132.64	50	130	50	0	-1670585819.57437
4628.05185508728	400	132.878	50	130	50	0	-1670585814.50167
