,Time(s),SetTemp(K),Temp(K),HeatPower,P,I,D
3107,1670534300.668322,80.0,148.514,10.0,130.0,50.0,0.0
3108,1670534305.751366,80.0,148.685,10.0,130.0,50.0,0.0
3109,1670534310.820974,80.0,148.734,10.0,130.0,50.0,0.0
3110,1670534315.891699,80.0,148.65,10.0,130.0,50.0,0.0
3111,1670534320.962472,80.0,148.679,10.0,130.0,50.0,0.0
3112,1670534326.03284,80.0,148.628,10.0,130.0,50.0,0.0
3113,1670534331.1142552,148.514,148.514,10.0,130.0,50.0,0.0
3114,1670534336.215609,80.0,148.696,10.0,130.0,50.0,0.0
3115,1670534341.275924,80.0,148.814,10.0,130.0,50.0,0.0
3116,1670534346.346698,80.0,148.836,10.0,130.0,50.0,0.0
3117,1670534351.4188411,80.0,148.852,10.0,130.0,50.0,0.0
3118,1670534356.489963,80.0,148.898,10.0,130.0,50.0,0.0
3119,1670534361.5604289,80.0,148.952,10.0,130.0,50.0,0.0
3120,1670534366.63112,80.0,148.866,10.0,130.0,50.0,0.0
3121,1670534371.69172,80.0,148.981,10.0,130.0,50.0,0.0
3122,1670534376.773647,80.0,149.082,10.0,130.0,50.0,0.0
3123,1670534381.854867,80.0,149.048,10.0,130.0,50.0,0.0
3124,1670534386.935722,80.0,149.14700000000002,10.0,130.0,50.0,0.0
3125,1670534392.0163698,80.0,149.033,10.0,130.0,50.0,0.0
3126,1670534397.087659,80.0,149.07299999999998,10.0,130.0,50.0,0.0
3127,1670534402.168031,80.0,149.043,10.0,130.0,50.0,0.0
3128,1670534407.269674,80.0,149.122,10.0,130.0,50.0,0.0
3129,1670534412.349784,80.0,149.114,10.0,130.0,50.0,0.0
3130,1670534417.420939,80.0,148.918,10.0,130.0,50.0,0.0
3131,1670534422.492724,80.0,149.033,10.0,130.0,50.0,0.0
3132,1670534427.573314,80.0,149.028,10.0,130.0,50.0,0.0
3133,1670534432.6540349,80.0,148.977,10.0,130.0,50.0,0.0
3134,1670534437.734482,80.0,149.121,10.0,130.0,50.0,0.0
3135,1670534442.8062232,80.0,148.917,10.0,130.0,50.0,0.0
3136,1670534447.8773289,80.0,148.908,10.0,130.0,50.0,0.0
3137,1670534452.9583051,80.0,148.876,10.0,130.0,50.0,0.0
3138,1670534458.0284019,80.0,148.889,10.0,130.0,50.0,0.0
3139,1670534463.120213,80.0,149.05100000000002,10.0,130.0,50.0,0.0
3140,1670534468.191094,80.0,149.006,10.0,130.0,50.0,0.0
3141,1670534473.2720711,80.0,148.826,10.0,130.0,50.0,0.0
3142,1670534478.352592,80.0,148.993,10.0,130.0,50.0,0.0
3143,1670534483.4235349,80.0,148.773,10.0,130.0,50.0,0.0
3144,1670534488.495125,80.0,148.83,10.0,130.0,50.0,0.0
3145,1670534493.575974,80.0,148.909,10.0,130.0,50.0,0.0
3146,1670534498.6567528,80.0,148.974,10.0,130.0,50.0,0.0
3147,1670534503.72804,80.0,148.944,10.0,130.0,50.0,0.0
3148,1670534508.789077,80.0,149.077,10.0,130.0,50.0,0.0
3149,1670534513.870366,80.0,148.955,10.0,130.0,50.0,0.0
3150,1670534518.940273,80.0,149.014,10.0,130.0,50.0,0.0
3151,1670534524.001261,80.0,149.07,10.0,130.0,50.0,0.0
3152,1670534529.072792,80.0,149.136,10.0,130.0,50.0,0.0
3153,1670534534.134032,80.0,149.20600000000002,10.0,130.0,50.0,0.0
3154,1670534539.204873,80.0,149.276,10.0,130.0,50.0,0.0
3155,1670534544.285603,80.0,149.313,10.0,130.0,50.0,0.0
3156,1670534549.366245,80.0,149.388,10.0,130.0,50.0,0.0
3157,1670534554.436702,80.0,149.334,10.0,130.0,50.0,0.0
3158,1670534559.508682,80.0,149.363,10.0,130.0,50.0,0.0
3159,1670534564.589451,80.0,149.35399999999998,10.0,130.0,50.0,0.0
3160,1670534569.670227,80.0,149.325,10.0,130.0,50.0,0.0
3161,1670534574.751777,80.0,149.361,10.0,130.0,50.0,0.0
3162,1670534579.8325741,80.0,149.409,10.0,130.0,50.0,0.0
3163,1670534584.903749,80.0,149.424,10.0,130.0,50.0,0.0
3164,1670534589.983856,80.0,149.336,10.0,130.0,50.0,0.0
3165,1670534595.055079,80.0,149.332,10.0,130.0,50.0,0.0
3166,1670534600.1364,80.0,149.43,10.0,130.0,50.0,0.0
3167,1670534605.207715,80.0,149.186,10.0,130.0,50.0,0.0
3168,1670534610.289702,80.0,149.303,10.0,130.0,50.0,0.0
3169,1670534615.399309,80.0,149.358,15.0,130.0,50.0,0.0
3170,1670534620.469943,80.0,149.487,15.0,130.0,50.0,0.0
3171,1670534625.541224,80.0,149.447,15.0,130.0,50.0,0.0
3172,1670534630.602482,80.0,149.553,15.0,130.0,50.0,0.0
3173,1670534635.683274,80.0,149.65,15.0,130.0,50.0,0.0
3174,1670534640.763889,80.0,149.453,15.0,130.0,50.0,0.0
3175,1670534645.8452652,80.0,149.718,15.0,130.0,50.0,0.0
3176,1670534650.916105,80.0,149.82399999999998,15.0,130.0,50.0,0.0
3177,1670534655.997298,80.0,149.891,15.0,130.0,50.0,0.0
3178,1670534661.087595,80.0,149.567,15.0,130.0,50.0,0.0
3179,1670534666.179045,80.0,149.716,15.0,130.0,50.0,0.0
3180,1670534671.270006,80.0,149.651,15.0,130.0,50.0,0.0
3181,1670534676.35044,80.0,149.816,15.0,130.0,50.0,0.0
3182,1670534681.4117632,80.0,149.942,15.0,130.0,50.0,0.0
3183,1670534686.493014,80.0,149.756,15.0,130.0,50.0,0.0
3184,1670534691.574132,80.0,149.878,15.0,130.0,50.0,0.0
3185,1670534696.644785,80.0,149.847,15.0,130.0,50.0,0.0
3186,1670534701.705435,80.0,149.84799999999998,15.0,130.0,50.0,0.0
3187,1670534706.796751,80.0,149.80700000000002,15.0,130.0,50.0,0.0
3188,1670534711.86763,80.0,149.811,15.0,130.0,50.0,0.0
3189,1670534716.938104,80.0,149.991,15.0,130.0,50.0,0.0
3190,1670534722.009973,80.0,150.115,15.0,130.0,50.0,0.0
3191,1670534727.079967,80.0,150.175,15.0,130.0,50.0,0.0
3192,1670534732.152283,80.0,150.296,15.0,130.0,50.0,0.0
3193,1670534737.223042,80.0,150.316,15.0,130.0,50.0,0.0
3194,1670534742.30321,80.0,150.319,15.0,130.0,50.0,0.0
3195,1670534747.384864,80.0,150.38299999999998,15.0,130.0,50.0,0.0
3196,1670534752.455616,80.0,150.547,15.0,130.0,50.0,0.0
3197,1670534757.5267801,80.0,150.501,15.0,130.0,50.0,0.0
3198,1670534762.59877,80.0,150.64600000000002,15.0,130.0,50.0,0.0
3199,1670534767.678621,80.0,150.49200000000002,15.0,130.0,50.0,0.0
3200,1670534772.759738,80.0,150.55700000000002,15.0,130.0,50.0,0.0
3201,1670534777.8309062,80.0,150.517,15.0,130.0,50.0,0.0
3202,1670534782.911708,80.0,150.565,15.0,130.0,50.0,0.0
3203,1670534788.0020769,80.0,150.67,15.0,130.0,50.0,0.0
3204,1670534793.083425,80.0,150.718,15.0,130.0,50.0,0.0
3205,1670534798.154148,80.0,150.708,15.0,130.0,50.0,0.0
3206,1670534803.245634,80.0,150.784,15.0,130.0,50.0,0.0
3207,1670534808.316633,80.0,150.627,15.0,130.0,50.0,0.0
3208,1670534813.408259,80.0,150.798,15.0,130.0,50.0,0.0
3209,1670534818.51826,80.0,150.775,15.0,130.0,50.0,0.0
3210,1670534823.589533,80.0,150.85399999999998,15.0,130.0,50.0,0.0
3211,1670534828.660316,80.0,150.983,15.0,130.0,50.0,0.0
3212,1670534833.7302349,80.0,150.941,15.0,130.0,50.0,0.0
3213,1670534838.811642,80.0,150.981,15.0,130.0,50.0,0.0
3214,1670534843.893552,80.0,151.026,15.0,130.0,50.0,0.0
3215,1670534848.96384,80.0,151.064,15.0,130.0,50.0,0.0
3216,1670534854.0354972,80.0,151.129,15.0,130.0,50.0,0.0
3217,1670534859.11551,80.0,150.97299999999998,15.0,130.0,50.0,0.0
3218,1670534864.186721,80.0,150.842,15.0,130.0,50.0,0.0
3219,1670534869.257303,80.0,150.887,15.0,130.0,50.0,0.0
3220,1670534874.339168,80.0,150.856,15.0,130.0,50.0,0.0
3221,1670534879.419975,80.0,150.816,15.0,130.0,50.0,0.0
3222,1670534884.48131,80.0,151.05100000000002,15.0,130.0,50.0,0.0
3223,1670534889.562135,80.0,151.141,15.0,130.0,50.0,0.0
3224,1670534894.6331449,80.0,150.905,15.0,130.0,50.0,0.0
3225,1670534899.713428,80.0,151.161,15.0,130.0,50.0,0.0
3226,1670534904.805071,80.0,151.32299999999998,15.0,130.0,50.0,0.0
3227,1670534909.875126,80.0,151.10399999999998,15.0,130.0,50.0,0.0
3228,1670534914.937073,80.0,151.231,15.0,130.0,50.0,0.0
3229,1670534920.0177948,80.0,151.295,15.0,130.0,50.0,0.0
3230,1670534925.098716,80.0,151.345,15.0,130.0,50.0,0.0
3231,1670534930.169937,80.0,151.454,15.0,130.0,50.0,0.0
3232,1670534935.231052,80.0,151.577,15.0,130.0,50.0,0.0
3233,1670534940.3221009,80.0,151.636,15.0,130.0,50.0,0.0
3234,1670534945.402641,80.0,151.7,15.0,130.0,50.0,0.0
3235,1670534950.473424,80.0,151.619,15.0,130.0,50.0,0.0
3236,1670534955.5349462,80.0,151.50799999999998,15.0,130.0,50.0,0.0
3237,1670534960.620528,80.0,151.708,15.0,130.0,50.0,0.0
3238,1670534965.6960552,80.0,151.752,15.0,130.0,50.0,0.0
3239,1670534970.767509,80.0,151.83100000000002,15.0,130.0,50.0,0.0
3240,1670534975.828772,80.0,151.94799999999998,15.0,130.0,50.0,0.0
3241,1670534980.9189599,80.0,152.023,15.0,130.0,50.0,0.0
3242,1670534986.000349,80.0,151.947,15.0,130.0,50.0,0.0
3243,1670534991.070907,80.0,151.984,15.0,130.0,50.0,0.0
3244,1670534996.142599,80.0,151.995,15.0,130.0,50.0,0.0
3245,1670535001.223254,80.0,151.89700000000002,15.0,130.0,50.0,0.0
3246,1670535006.304691,80.0,152.05,15.0,130.0,50.0,0.0
3247,1670535011.375632,80.0,152.033,15.0,130.0,50.0,0.0
3248,1670535016.446439,80.0,152.16,15.0,130.0,50.0,0.0
3249,1670535021.5174448,80.0,152.255,15.0,130.0,50.0,0.0
3250,1670535026.598069,80.0,152.111,15.0,130.0,50.0,0.0
3251,1670535031.678643,80.0,152.291,15.0,130.0,50.0,0.0
3252,1670535036.750474,80.0,152.025,15.0,130.0,50.0,0.0
3253,1670535041.821503,80.0,152.097,15.0,130.0,50.0,0.0
3254,1670535046.9024,80.0,152.239,15.0,130.0,50.0,0.0
3255,1670535051.973622,80.0,152.33100000000002,15.0,130.0,50.0,0.0
3256,1670535057.033675,80.0,152.34,15.0,130.0,50.0,0.0
3257,1670535062.104981,80.0,152.38,15.0,130.0,50.0,0.0
3258,1670535067.186507,80.0,152.252,15.0,130.0,50.0,0.0
3259,1670535072.246881,80.0,152.418,15.0,130.0,50.0,0.0
3260,1670535077.318238,80.0,152.422,15.0,130.0,50.0,0.0
3261,1670535082.389141,80.0,152.539,15.0,130.0,50.0,0.0
3262,1670535087.469968,80.0,152.468,15.0,130.0,50.0,0.0
3263,1670535092.541388,80.0,152.486,15.0,130.0,50.0,0.0
3264,1670535097.611909,80.0,152.488,15.0,130.0,50.0,0.0
3265,1670535102.68342,80.0,152.299,15.0,130.0,50.0,0.0
3266,1670535107.753644,80.0,152.415,15.0,130.0,50.0,0.0
3267,1670535112.834969,80.0,152.31799999999998,15.0,130.0,50.0,0.0
3268,1670535117.90602,80.0,152.435,15.0,130.0,50.0,0.0
3269,1670535122.986909,80.0,152.548,15.0,130.0,50.0,0.0
3270,1670535128.0680552,80.0,152.71200000000002,15.0,130.0,50.0,0.0
3271,1670535133.139101,80.0,152.60299999999998,15.0,130.0,50.0,0.0
3272,1670535138.209076,80.0,152.743,15.0,130.0,50.0,0.0
3273,1670535143.281076,80.0,152.612,15.0,130.0,50.0,0.0
3274,1670535148.352106,80.0,152.701,15.0,130.0,50.0,0.0
3275,1670535153.422393,80.0,152.653,15.0,130.0,50.0,0.0
3276,1670535158.5034962,80.0,152.765,15.0,130.0,50.0,0.0
3277,1670535163.584161,80.0,152.904,15.0,130.0,50.0,0.0
3278,1670535168.65576,80.0,152.721,15.0,130.0,50.0,0.0
3279,1670535173.736826,80.0,152.63,15.0,130.0,50.0,0.0
3280,1670535178.817666,80.0,152.71,15.0,130.0,50.0,0.0
3281,1670535183.888309,80.0,152.784,15.0,130.0,50.0,0.0
3282,1670535188.958835,80.0,152.912,15.0,130.0,50.0,0.0
3283,1670535194.030725,80.0,152.695,15.0,130.0,50.0,0.0
3284,1670535199.1113482,80.0,152.94,15.0,130.0,50.0,0.0
3285,1670535204.183231,80.0,153.049,15.0,130.0,50.0,0.0
3286,1670535209.253427,80.0,153.06799999999998,15.0,130.0,50.0,0.0
3287,1670535214.323656,80.0,153.128,15.0,130.0,50.0,0.0
3288,1670535219.3970132,80.0,153.266,15.0,130.0,50.0,0.0
3289,1670535224.466403,80.0,153.29,15.0,130.0,50.0,0.0
3290,1670535229.5272481,80.0,153.306,15.0,130.0,50.0,0.0
3291,1670535234.607851,80.0,153.257,15.0,130.0,50.0,0.0
3292,1670535239.6888142,80.0,153.317,15.0,130.0,50.0,0.0
3293,1670535244.7602642,80.0,153.25799999999998,15.0,130.0,50.0,0.0
3294,1670535249.841143,80.0,153.363,15.0,130.0,50.0,0.0
3295,1670535254.9321618,80.0,153.266,15.0,130.0,50.0,0.0
3296,1670535260.012928,80.0,153.214,15.0,130.0,50.0,0.0
3297,1670535265.093446,80.0,153.17600000000002,15.0,130.0,50.0,0.0
3298,1670535270.165253,80.0,153.305,15.0,130.0,50.0,0.0
3299,1670535275.246165,80.0,153.48,15.0,130.0,50.0,0.0
3300,1670535280.3271232,80.0,153.336,15.0,130.0,50.0,0.0
3301,1670535285.398106,80.0,153.472,15.0,130.0,50.0,0.0
3302,1670535290.468885,80.0,153.438,15.0,130.0,50.0,0.0
3303,1670535295.590557,80.0,153.497,15.0,130.0,50.0,0.0
3304,1670535300.670496,80.0,153.351,15.0,130.0,50.0,0.0
3306,1670535310.843201,80.0,153.399,15.0,130.0,50.0,0.0
3307,1670535315.913074,80.0,153.563,15.0,130.0,50.0,0.0
3308,1670535320.9848108,80.0,153.251,15.0,130.0,50.0,0.0
3309,1670535326.0451849,80.0,153.465,15.0,130.0,50.0,0.0
3310,1670535331.126524,80.0,153.434,15.0,130.0,50.0,0.0
3311,1670535336.1976311,80.0,153.57399999999998,15.0,130.0,50.0,0.0
3312,1670535341.268172,80.0,153.69899999999998,15.0,130.0,50.0,0.0
3313,1670535346.351186,80.0,153.773,15.0,130.0,50.0,0.0
3314,1670535351.430476,80.0,153.847,15.0,130.0,50.0,0.0
3315,1670535356.502027,80.0,153.91299999999998,15.0,130.0,50.0,0.0
3316,1670535361.573024,80.0,153.969,15.0,130.0,50.0,0.0
3317,1670535366.653692,80.0,153.955,15.0,130.0,50.0,0.0
3318,1670535371.7345269,80.0,153.833,15.0,130.0,50.0,0.0
3319,1670535376.8160589,80.0,153.871,15.0,130.0,50.0,0.0
3320,1670535381.8965778,80.0,153.94299999999998,15.0,130.0,50.0,0.0
3321,1670535386.967505,80.0,154.018,15.0,130.0,50.0,0.0
3322,1670535392.0484462,80.0,154.107,15.0,130.0,50.0,0.0
3323,1670535397.119675,80.0,154.174,15.0,130.0,50.0,0.0
3324,1670535402.190434,80.0,154.275,15.0,130.0,50.0,0.0
3325,1670535407.261394,80.0,154.28,15.0,130.0,50.0,0.0
3326,1670535412.342602,80.0,154.27700000000002,15.0,130.0,50.0,0.0
3327,1670535417.422726,80.0,154.014,15.0,130.0,50.0,0.0
3328,1670535422.504399,80.0,154.123,15.0,130.0,50.0,0.0
3329,1670535427.575361,80.0,154.286,15.0,130.0,50.0,0.0
3330,1670535432.656655,80.0,154.32399999999998,15.0,130.0,50.0,0.0
3331,1670535437.727337,80.0,154.417,15.0,130.0,50.0,0.0
3332,1670535442.8081279,80.0,154.416,15.0,130.0,50.0,0.0
3333,1670535447.86947,80.0,154.345,15.0,130.0,50.0,0.0
3334,1670535452.940166,80.0,154.391,15.0,130.0,50.0,0.0
3335,1670535458.010839,80.0,154.285,15.0,130.0,50.0,0.0
3336,1670535463.082394,80.0,154.39,15.0,130.0,50.0,0.0
3337,1670535468.173031,80.0,154.217,15.0,130.0,50.0,0.0
3338,1670535473.2540529,80.0,154.22899999999998,15.0,130.0,50.0,0.0
3339,1670535478.33503,80.0,154.262,15.0,130.0,50.0,0.0
3340,1670535483.4053519,80.0,154.389,15.0,130.0,50.0,0.0
3341,1670535488.476817,80.0,154.287,15.0,130.0,50.0,0.0
3342,1670535493.5578089,80.0,154.429,15.0,130.0,50.0,0.0
3343,1670535498.639067,80.0,154.365,15.0,130.0,50.0,0.0
3344,1670535503.710215,80.0,154.48,15.0,130.0,50.0,0.0
3345,1670535508.781001,80.0,154.458,15.0,130.0,50.0,0.0
3346,1670535513.8611689,80.0,154.615,15.0,130.0,50.0,0.0
3347,1670535518.942773,80.0,154.554,15.0,130.0,50.0,0.0
3348,1670535524.0136712,80.0,154.713,15.0,130.0,50.0,0.0
3349,1670535529.075818,80.0,154.355,15.0,130.0,50.0,0.0
3350,1670535534.159492,80.0,154.606,15.0,130.0,50.0,0.0
3351,1670535539.257287,80.0,154.334,15.0,130.0,50.0,0.0
3352,1670535544.337305,80.0,154.454,15.0,130.0,50.0,0.0
3353,1670535549.4504619,80.0,154.60399999999998,15.0,130.0,50.0,0.0
3354,1670535554.542023,80.0,154.71200000000002,15.0,130.0,50.0,0.0
3355,1670535559.6540868,80.0,154.825,15.0,130.0,50.0,0.0
3356,1670535564.761107,80.0,154.90200000000002,15.0,130.0,50.0,0.0
3357,1670535569.833824,80.0,154.993,15.0,130.0,50.0,0.0
3358,1670535574.92614,80.0,155.089,15.0,130.0,50.0,0.0
3359,1670535580.0251231,80.0,155.059,15.0,130.0,50.0,0.0
3360,1670535585.105946,80.0,154.97299999999998,15.0,130.0,50.0,0.0
3361,1670535590.2071462,80.0,155.018,15.0,130.0,50.0,0.0
3362,1670535595.2933302,80.0,154.887,15.0,130.0,50.0,0.0
3363,1670535600.391398,80.0,154.77700000000002,15.0,130.0,50.0,0.0
3364,1670535605.469232,80.0,154.933,15.0,130.0,50.0,0.0
3365,1670535610.540651,80.0,155.033,15.0,130.0,50.0,0.0
3366,1670535615.638669,80.0,155.055,15.0,130.0,50.0,0.0
3367,1670535620.735693,80.0,155.102,15.0,130.0,50.0,0.0
3368,1670535625.8247118,80.0,155.085,15.0,130.0,50.0,0.0
3369,1670535630.923981,80.0,155.069,15.0,130.0,50.0,0.0
3370,1670535635.985003,80.0,155.185,15.0,130.0,50.0,0.0
3371,1670535641.0555038,80.0,155.29,15.0,130.0,50.0,0.0
3372,1670535646.1267982,80.0,155.255,15.0,130.0,50.0,0.0
3373,1670535651.197601,80.0,155.376,15.0,130.0,50.0,0.0
3374,1670535656.268893,80.0,155.191,15.0,130.0,50.0,0.0
3375,1670535661.35265,80.0,155.346,15.0,130.0,50.0,0.0
3376,1670535666.431585,80.0,155.441,15.0,130.0,50.0,0.0
3377,1670535671.5123801,80.0,155.418,15.0,130.0,50.0,0.0
3378,1670535676.582582,80.0,155.414,15.0,130.0,50.0,0.0
3379,1670535681.663226,80.0,155.446,15.0,130.0,50.0,0.0
3380,1670535686.745025,80.0,155.19299999999998,15.0,130.0,50.0,0.0
3381,1670535691.825945,80.0,155.138,15.0,130.0,50.0,0.0
3382,1670535696.8870711,155.283,155.27700000000002,15.0,130.0,50.0,0.0
3383,1670535701.977626,80.0,155.253,15.0,130.0,50.0,0.0
3384,1670535707.059225,80.0,155.29399999999998,15.0,130.0,50.0,0.0
3385,1670535712.138665,80.0,155.464,15.0,130.0,50.0,0.0
3386,1670535717.220823,80.0,155.55700000000002,15.0,130.0,50.0,0.0
3387,1670535722.291554,80.0,155.433,15.0,130.0,50.0,0.0
3388,1670535727.373154,80.0,155.564,15.0,130.0,50.0,0.0
3389,1670535732.453651,80.0,155.54399999999998,15.0,130.0,50.0,0.0
3390,1670535737.524844,80.0,155.524,15.0,130.0,50.0,0.0
3391,1670535742.585266,80.0,155.595,15.0,130.0,50.0,0.0
3392,1670535747.6567929,80.0,155.497,15.0,130.0,50.0,0.0
3393,1670535752.727814,80.0,155.501,15.0,130.0,50.0,0.0
3394,1670535757.798743,80.0,155.622,15.0,130.0,50.0,0.0
3395,1670535762.8798661,80.0,155.64600000000002,15.0,130.0,50.0,0.0
3396,1670535767.971115,80.0,155.562,15.0,130.0,50.0,0.0
3397,1670535773.051906,80.0,155.654,15.0,130.0,50.0,0.0
3398,1670535778.132544,80.0,155.649,15.0,130.0,50.0,0.0
3399,1670535783.193482,80.0,155.697,15.0,130.0,50.0,0.0
3400,1670535788.27472,80.0,155.715,15.0,130.0,50.0,0.0
3401,1670535793.355558,80.0,155.713,15.0,130.0,50.0,0.0
3402,1670535798.435318,80.0,155.70600000000002,15.0,130.0,50.0,0.0
3403,1670535803.50716,80.0,155.746,15.0,130.0,50.0,0.0
3404,1670535808.5883589,80.0,155.803,15.0,130.0,50.0,0.0
3405,1670535813.659319,80.0,155.681,15.0,130.0,50.0,0.0
3406,1670535818.730289,80.0,155.93200000000002,15.0,130.0,50.0,0.0
3407,1670535823.791445,80.0,155.83700000000002,15.0,130.0,50.0,0.0
3408,1670535828.862605,80.0,155.934,15.0,130.0,50.0,0.0
3409,1670535833.942654,80.0,155.931,15.0,130.0,50.0,0.0
3410,1670535839.034147,80.0,155.991,15.0,130.0,50.0,0.0
3411,1670535844.1248438,80.0,156.019,15.0,130.0,50.0,0.0
3412,1670535849.196179,80.0,156.13,15.0,130.0,50.0,0.0
3413,1670535854.276803,80.0,156.16899999999998,15.0,130.0,50.0,0.0
3414,1670535859.358075,80.0,156.213,15.0,130.0,50.0,0.0
3415,1670535864.438823,80.0,156.269,15.0,130.0,50.0,0.0
3416,1670535869.510207,80.0,156.125,15.0,130.0,50.0,0.0
3417,1670535874.59113,80.0,156.22299999999998,15.0,130.0,50.0,0.0
3418,1670535879.671675,80.0,156.06,15.0,130.0,50.0,0.0
3419,1670535884.742925,80.0,156.287,15.0,130.0,50.0,0.0
3420,1670535889.81321,80.0,156.368,15.0,130.0,50.0,0.0
3421,1670535894.884428,80.0,156.5,15.0,130.0,50.0,0.0
3422,1670535899.9654288,80.0,156.453,15.0,130.0,50.0,0.0
3423,1670535905.046834,80.0,156.30200000000002,15.0,130.0,50.0,0.0
3424,1670535910.117939,80.0,156.263,15.0,130.0,50.0,0.0
3425,1670535915.178625,80.0,156.186,15.0,130.0,50.0,0.0
3426,1670535920.249901,80.0,156.363,15.0,130.0,50.0,0.0
3427,1670535925.330709,80.0,156.27200000000002,15.0,130.0,50.0,0.0
3428,1670535930.4021199,80.0,156.27,15.0,130.0,50.0,0.0
3429,1670535935.482805,80.0,156.33100000000002,15.0,130.0,50.0,0.0
3430,1670535940.55319,80.0,156.48,15.0,130.0,50.0,0.0
3431,1670535945.614409,80.0,156.549,15.0,130.0,50.0,0.0
3432,1670535950.695585,80.0,156.52,15.0,130.0,50.0,0.0
3433,1670535955.776715,80.0,156.55700000000002,15.0,130.0,50.0,0.0
3434,1670535960.85654,80.0,156.55,15.0,130.0,50.0,0.0
3435,1670535965.937942,80.0,156.6,15.0,130.0,50.0,0.0
3436,1670535971.009917,80.0,156.593,15.0,130.0,50.0,0.0
3437,1670535976.090723,80.0,156.626,15.0,130.0,50.0,0.0
3438,1670535981.17162,80.0,156.736,15.0,130.0,50.0,0.0
3439,1670535986.2525132,80.0,156.74,15.0,130.0,50.0,0.0
3440,1670535991.323202,80.0,156.784,15.0,130.0,50.0,0.0
3441,1670535996.393649,80.0,156.906,15.0,130.0,50.0,0.0
3442,1670536001.4804802,80.0,156.654,15.0,130.0,50.0,0.0
3443,1670536006.54662,80.0,156.765,15.0,130.0,50.0,0.0
3444,1670536011.6167278,80.0,156.80700000000002,15.0,130.0,50.0,0.0
3445,1670536016.718602,80.0,156.78799999999998,15.0,130.0,50.0,0.0
3446,1670536021.798658,80.0,156.971,15.0,130.0,50.0,0.0
3447,1670536026.8804991,80.0,156.961,15.0,130.0,50.0,0.0
3448,1670536031.951092,80.0,157.019,15.0,130.0,50.0,0.0
3449,1670536037.022019,80.0,156.98,15.0,130.0,50.0,0.0
3450,1670536042.0930321,80.0,157.037,15.0,130.0,50.0,0.0
3451,1670536047.173604,80.0,157.03,15.0,130.0,50.0,0.0
3452,1670536052.254982,80.0,157.01,15.0,130.0,50.0,0.0
3453,1670536057.3260279,80.0,157.11700000000002,15.0,130.0,50.0,0.0
3454,1670536062.396909,80.0,157.164,15.0,130.0,50.0,0.0
3455,1670536067.477976,80.0,157.033,15.0,130.0,50.0,0.0
3456,1670536072.558899,80.0,157.153,15.0,130.0,50.0,0.0
3457,1670536077.649818,80.0,156.969,15.0,130.0,50.0,0.0
3458,1670536082.731633,80.0,157.107,15.0,130.0,50.0,0.0
3459,1670536087.8019528,80.0,157.167,15.0,130.0,50.0,0.0
3460,1670536092.882599,80.0,157.112,15.0,130.0,50.0,0.0
3462,1670536103.054924,80.0,157.213,15.0,130.0,50.0,0.0
3463,1670536108.125767,80.0,157.266,15.0,130.0,50.0,0.0
3464,1670536113.210299,80.0,157.227,15.0,130.0,50.0,0.0
3465,1670536118.287972,80.0,157.248,15.0,130.0,50.0,0.0
3466,1670536123.3680642,80.0,157.186,15.0,130.0,50.0,0.0
3467,1670536128.429799,80.0,157.304,15.0,130.0,50.0,0.0
3468,1670536133.510632,80.0,157.433,15.0,130.0,50.0,0.0
3469,1670536138.601882,80.0,157.30100000000002,15.0,130.0,50.0,0.0
3470,1670536143.682715,80.0,157.292,15.0,130.0,50.0,0.0
3471,1670536148.763181,80.0,157.435,15.0,130.0,50.0,0.0
3472,1670536153.83369,80.0,157.541,15.0,130.0,50.0,0.0
3473,1670536158.915093,80.0,157.489,15.0,130.0,50.0,0.0
3474,1670536163.986902,80.0,157.618,15.0,130.0,50.0,0.0
3475,1670536169.0577369,80.0,157.591,15.0,130.0,50.0,0.0
3476,1670536174.11846,80.0,157.724,15.0,130.0,50.0,0.0
3477,1670536179.189405,80.0,157.702,15.0,130.0,50.0,0.0
3478,1670536184.2599368,80.0,157.755,15.0,130.0,50.0,0.0
3479,1670536189.320725,80.0,157.651,15.0,130.0,50.0,0.0
3480,1670536194.40154,80.0,157.78,15.0,130.0,50.0,0.0
3481,1670536199.473175,80.0,157.774,15.0,130.0,50.0,0.0
3482,1670536204.55411,80.0,157.874,15.0,130.0,50.0,0.0
3483,1670536209.624931,80.0,157.89600000000002,15.0,130.0,50.0,0.0
3484,1670536214.706409,80.0,157.94799999999998,15.0,130.0,50.0,0.0
3485,1670536219.797305,80.0,157.562,15.0,130.0,50.0,0.0
3486,1670536224.867865,80.0,157.761,15.0,130.0,50.0,0.0
3487,1670536229.929366,80.0,157.811,15.0,130.0,50.0,0.0
3488,1670536235.010217,80.0,157.618,15.0,130.0,50.0,0.0
3489,1670536240.0803971,80.0,157.724,15.0,130.0,50.0,0.0
3490,1670536245.1720269,80.0,157.711,15.0,130.0,50.0,0.0
3491,1670536250.243304,80.0,157.892,15.0,130.0,50.0,0.0
3492,1670536255.323755,80.0,157.813,15.0,130.0,50.0,0.0
3493,1670536260.38499,80.0,157.84799999999998,15.0,130.0,50.0,0.0
3494,1670536265.456065,80.0,157.84799999999998,15.0,130.0,50.0,0.0
3495,1670536270.527331,80.0,157.861,15.0,130.0,50.0,0.0
3496,1670536275.597977,80.0,157.967,15.0,130.0,50.0,0.0
3497,1670536280.668682,80.0,157.933,15.0,130.0,50.0,0.0
