Time(s),SetTemp(K),Temp(K),HeatPower,P,I,D
0.000000,296.3,296.371,0.0,25.0,15.0,0.0
5.446472,296.3,296.371,0.0,25.0,15.0,0.0
10.576415,296.3,296.37,0.0,25.0,15.0,0.0
15.710015,296.3,296.369,0.0,25.0,15.0,0.0
20.843508,296.3,296.37,0.0,25.0,15.0,0.0
25.965519,296.3,296.368,10.0,25.0,15.0,0.0
31.091591,296.3,296.368,10.0,25.0,15.0,0.0
36.218101,296.3,296.368,10.0,25.0,15.0,0.0
41.346724,296.3,296.369,20.0,25.0,15.0,0.0
46.479242,296.3,296.367,20.0,25.0,15.0,0.0
51.604577,296.3,296.367,30.0,25.0,15.0,0.0
56.729387,296.3,296.366,30.0,25.0,15.0,0.0
61.854058,296.3,296.365,30.0,25.0,15.0,0.0
66.990564,296.3,296.364,40.0,25.0,15.0,0.0
72.113076,296.3,296.364,40.0,25.0,15.0,0.0
77.239015,296.3,296.364,50.0,25.0,15.0,0.0
82.374714,296.3,296.363,50.0,25.0,15.0,0.0
87.500574,296.3,296.363,50.0,25.0,15.0,0.0
92.622868,296.3,296.361,60.0,25.0,15.0,0.0
97.758336,296.3,296.361,60.0,25.0,15.0,0.0
102.894218,296.3,296.361,70.0,25.0,15.0,0.0
108.020005,296.3,296.361,70.0,25.0,15.0,0.0
113.150818,296.3,296.36,80.0,25.0,15.0,0.0
118.286829,296.3,296.36,80.0,25.0,15.0,0.0
123.419243,296.3,296.358,80.0,25.0,15.0,0.0
128.546311,296.3,296.359,90.0,25.0,15.0,0.0
133.674557,296.3,296.359,90.0,25.0,15.0,0.0
138.812912,296.3,296.358,100.0,25.0,15.0,0.0
143.943396,296.3,296.356,100.0,25.0,15.0,0.0
149.064581,296.3,296.357,100.0,25.0,15.0,0.0
154.194852,296.3,296.356,90.0,25.0,15.0,0.0
159.326117,296.3,296.355,90.0,25.0,15.0,0.0
164.460138,296.3,296.356,80.0,25.0,15.0,0.0
169.594640,296.3,296.354,80.0,25.0,15.0,0.0
174.724614,296.3,296.354,80.0,25.0,15.0,0.0
179.859404,296.3,296.353,70.0,25.0,15.0,0.0
184.982745,296.3,296.353,70.0,25.0,15.0,0.0
190.115173,296.3,296.352,60.0,25.0,15.0,0.0
195.245981,296.3,296.352,60.0,25.0,15.0,0.0
200.379674,296.3,296.351,50.0,25.0,15.0,0.0
205.516835,296.3,296.351,50.0,25.0,15.0,0.0
210.645367,296.3,296.351,40.0,25.0,15.0,0.0
215.780096,296.3,296.35,40.0,25.0,15.0,0.0
220.911584,296.3,296.349,30.0,25.0,15.0,0.0
226.039016,296.3,296.349,30.0,25.0,15.0,0.0
231.173674,296.3,296.348,30.0,25.0,15.0,0.0
236.297260,296.3,296.349,20.0,25.0,15.0,0.0
241.430604,296.3,296.348,20.0,25.0,15.0,0.0
246.560293,296.3,296.347,10.0,25.0,15.0,0.0
251.689874,296.3,296.346,10.0,25.0,15.0,0.0
256.814761,296.3,296.346,10.0,25.0,15.0,0.0
261.950457,296.3,296.345,0.0,25.0,15.0,0.0
267.080283,296.3,296.344,0.0,25.0,15.0,0.0
272.211654,296.3,296.345,0.0,25.0,15.0,0.0
277.347244,296.3,296.343,0.0,25.0,15.0,0.0
