Time(s),SetTemp(K),Temp(K),HeatPower,P,I,D
0.000000,296.3,296.344,0.0,25.0,15.0,0.0
5.336501,296.3,296.343,0.0,25.0,15.0,0.0
10.459784,296.3,296.342,0.0,25.0,15.0,0.0
15.587781,296.3,296.341,0.0,25.0,15.0,0.0
20.712592,296.3,296.342,0.0,25.0,15.0,0.0
25.842571,296.3,296.341,0.0,25.0,15.0,0.0
30.979079,296.3,296.341,30.0,25.0,15.0,0.0
36.111527,296.3,296.339,30.0,25.0,15.0,0.0
41.239073,296.3,296.34,60.0,25.0,15.0,0.0
46.364568,296.3,296.339,60.0,25.0,15.0,0.0
51.498788,296.3,296.338,60.0,25.0,15.0,0.0
56.630439,296.3,296.338,90.0,25.0,15.0,0.0
61.767263,296.3,296.337,90.0,25.0,15.0,0.0
66.904054,296.3,296.336,90.0,25.0,15.0,0.0
72.033527,296.3,296.337,90.0,25.0,15.0,0.0
77.170387,296.3,296.336,90.0,25.0,15.0,0.0
82.306133,296.3,296.335,60.0,25.0,15.0,0.0
87.439105,296.3,296.333,60.0,25.0,15.0,0.0
92.574312,296.3,296.334,30.0,25.0,15.0,0.0
97.705950,296.3,296.334,30.0,25.0,15.0,0.0
102.839604,296.3,296.333,0.0,25.0,15.0,0.0
107.960731,296.3,296.333,0.0,25.0,15.0,0.0
113.094519,296.3,296.332,0.0,25.0,15.0,0.0
118.225593,296.3,296.332,0.0,25.0,15.0,0.0
