Time(s),SetTemp(K),Temp(K),HeatPower,P,I,D
0.000000,+180.000,+180.013,+050.3,+0067.3,+0048.5,+100.0
1.107016,+180.000,+180.010,+050.3,+0067.3,+0048.5,+100.0
2.211028,+180.000,+180.010,+050.2,+0067.3,+0048.5,+100.0
3.281961,+180.000,+180.016,+050.1,+0067.3,+0048.5,+100.0
4.361974,+180.000,+180.010,+050.4,+0067.3,+0048.5,+100.0
5.441989,+180.000,+180.000,+050.4,+0067.3,+0048.5,+100.0
6.532490,+180.000,+180.010,+050.0,+0067.3,+0048.5,+100.0
7.612502,+180.000,+180.019,+050.1,+0067.3,+0048.5,+100.0
8.682515,+180.000,+180.016,+050.2,+0067.3,+0048.5,+100.0
9.784861,+180.000,+179.998,+050.7,+0067.3,+0048.5,+100.0
10.935625,+180.000,+179.977,+050.9,+0067.3,+0048.5,+100.0
12.054640,+180.000,+179.962,+051.2,+0067.3,+0048.5,+100.0
13.144653,+180.000,+179.964,+050.8,+0067.3,+0048.5,+100.0
14.217690,+180.000,+179.981,+050.6,+0067.3,+0048.5,+100.0
15.283965,+180.000,+179.994,+050.3,+0067.3,+0048.5,+100.0
16.364676,+180.000,+180.006,+050.2,+0067.3,+0048.5,+100.0
17.434351,+180.000,+180.007,+050.5,+0067.3,+0048.5,+100.0
18.514367,+180.000,+179.986,+050.7,+0067.3,+0048.5,+100.0
19.607326,+180.000,+179.985,+050.6,+0067.3,+0048.5,+100.0
20.685582,+180.000,+179.998,+050.3,+0067.3,+0048.5,+100.0
21.765595,+180.000,+180.005,+050.2,+0067.3,+0048.5,+100.0
22.915894,+180.000,+180.021,+049.9,+0067.3,+0048.5,+100.0
23.986214,+180.000,+180.035,+049.8,+0067.3,+0048.5,+100.0
25.066239,+180.000,+180.036,+049.8,+0067.3,+0048.5,+100.0
26.136291,+180.000,+180.024,+000.0,+0067.3,+0048.5,+100.0
27.216028,+180.000,+179.988,+000.4,+0067.3,+0048.5,+100.0
28.278048,+180.000,+179.900,+002.0,+0067.3,+0048.5,+100.0
29.356927,+180.000,+179.744,+004.3,+0067.3,+0048.5,+100.0
30.437941,+180.000,+179.503,+007.4,+0067.3,+0048.5,+100.0
31.526809,+180.000,+179.203,+011.2,+0067.3,+0048.5,+100.0
32.607246,+180.000,+178.850,+015.5,+0067.3,+0048.5,+100.0
33.688264,+180.000,+178.454,+020.2,+0067.3,+0048.5,+100.0
34.777526,+180.000,+178.039,+024.9,+0067.3,+0048.5,+100.0
35.908379,+180.000,+177.633,+029.3,+0067.3,+0048.5,+100.0
36.988392,+180.000,+177.251,+033.5,+0067.3,+0048.5,+100.0
38.068282,+180.000,+176.873,+037.6,+0067.3,+0048.5,+100.0
39.160920,+180.000,+176.568,+041.0,+0067.3,+0048.5,+100.0
40.238935,+180.000,+176.278,+043.6,+0067.3,+0048.5,+100.0
41.331256,+180.000,+176.009,+046.6,+0067.3,+0048.5,+100.0
42.431495,+180.000,+175.784,+048.7,+0067.3,+0048.5,+100.0
43.506509,+180.000,+175.609,+050.3,+0067.3,+0048.5,+100.0
44.585899,+180.000,+175.479,+051.4,+0067.3,+0048.5,+100.0
45.672548,+180.000,+175.416,+051.7,+0067.3,+0048.5,+100.0
46.753564,+180.000,+175.392,+051.7,+0067.3,+0048.5,+100.0
47.861198,+180.000,+175.409,+051.3,+0067.3,+0048.5,+100.0
49.001739,+180.000,+175.445,+050.7,+0067.3,+0048.5,+100.0
50.070753,+180.000,+175.501,+050.0,+0067.3,+0048.5,+100.0
51.162212,+180.000,+175.567,+049.2,+0067.3,+0048.5,+100.0
52.301777,+180.000,+175.619,+048.8,+0067.3,+0048.5,+100.0
53.372870,+180.000,+175.672,+048.1,+0067.3,+0048.5,+100.0
54.458886,+180.000,+175.729,+047.4,+0067.3,+0048.5,+100.0
55.553087,+180.000,+175.775,+047.0,+0067.3,+0048.5,+100.0
56.666102,+180.000,+175.818,+046.5,+0067.3,+0048.5,+100.0
57.755284,+180.000,+175.857,+046.1,+0067.3,+0048.5,+100.0
58.868353,+180.000,+175.892,+045.9,+0067.3,+0048.5,+100.0
60.007364,+180.000,+175.908,+045.8,+0067.3,+0048.5,+100.0
61.104465,+180.000,+175.915,+045.8,+0067.3,+0048.5,+100.0
62.225199,+180.000,+175.916,+045.8,+0067.3,+0048.5,+100.0
63.316253,+180.000,+175.904,+046.1,+0067.3,+0048.5,+100.0
64.384004,+182.000,+175.881,+068.7,+0067.3,+0048.5,+100.0
65.465045,+182.000,+175.859,+069.0,+0067.3,+0048.5,+100.0
66.574949,+182.000,+175.887,+068.0,+0067.3,+0048.5,+100.0
67.654485,+182.000,+176.001,+066.0,+0067.3,+0048.5,+100.0
68.744256,+182.000,+176.217,+062.8,+0067.3,+0048.5,+100.0
69.875399,+182.000,+176.504,+059.7,+0067.3,+0048.5,+100.0
71.025423,+182.000,+176.781,+056.5,+0067.3,+0048.5,+100.0
72.149326,+182.000,+177.057,+053.4,+0067.3,+0048.5,+100.0
73.238839,+182.000,+177.334,+050.4,+0067.3,+0048.5,+100.0
74.315926,+182.000,+177.579,+047.9,+0067.3,+0048.5,+100.0
75.408939,+182.000,+177.786,+045.9,+0067.3,+0048.5,+100.0
76.476676,+182.000,+177.930,+044.7,+0067.3,+0048.5,+100.0
77.558321,+182.000,+178.019,+044.0,+0067.3,+0048.5,+100.0
78.636678,+182.000,+178.080,+043.7,+0067.3,+0048.5,+100.0
79.716593,+182.000,+178.084,+044.0,+0067.3,+0048.5,+100.0
80.808601,+180.000,+178.052,+044.3,+0067.3,+0048.5,+100.0
81.931016,+180.000,+178.003,+045.5,+0067.3,+0048.5,+100.0
83.018782,+180.000,+177.936,+047.4,+0067.3,+0048.5,+100.0
84.107796,+180.000,+177.859,+049.0,+0067.3,+0048.5,+100.0
85.178324,+180.000,+177.783,+050.7,+0067.3,+0048.5,+100.0
86.258327,+180.000,+177.738,+051.3,+0067.3,+0048.5,+100.0
87.339342,+180.000,+177.701,+052.0,+0067.3,+0048.5,+100.0
88.418789,+180.000,+177.683,+052.0,+0067.3,+0048.5,+100.0
89.489971,+180.000,+177.693,+051.4,+0067.3,+0048.5,+100.0
90.590868,+180.000,+177.718,+050.7,+0067.3,+0048.5,+100.0
91.679633,+180.000,+177.750,+050.0,+0067.3,+0048.5,+100.0
92.765060,+180.000,+177.786,+049.1,+0067.3,+0048.5,+100.0
93.910542,+180.000,+177.818,+048.5,+0067.3,+0048.5,+100.0
95.009861,+180.000,+177.843,+048.0,+0067.3,+0048.5,+100.0
96.082712,+180.000,+177.861,+047.8,+0067.3,+0048.5,+100.0
97.160115,+180.000,+177.862,+047.9,+0067.3,+0048.5,+100.0
98.244762,+180.000,+177.863,+047.9,+0067.3,+0048.5,+100.0
99.311767,+182.000,+177.860,+092.9,+0067.3,+0048.5,+100.0
100.382442,+182.000,+177.894,+090.7,+0067.3,+0048.5,+100.0
101.462101,+182.000,+178.075,+083.8,+0067.3,+0048.5,+100.0
102.541112,+182.000,+178.497,+071.2,+0067.3,+0048.5,+100.0
103.621842,+182.000,+179.072,+057.0,+0067.3,+0048.5,+100.0
104.691922,+182.000,+179.680,+043.5,+0067.3,+0048.5,+100.0
105.772151,+182.000,+180.206,+033.6,+0067.3,+0048.5,+100.0
106.923268,+182.000,+180.603,+026.5,+0067.3,+0048.5,+100.0
108.013664,+182.000,+180.854,+023.1,+0067.3,+0048.5,+100.0
109.083374,+182.000,+180.949,+023.1,+0067.3,+0048.5,+100.0
110.163022,+180.000,+180.910,+000.0,+0067.3,+0048.5,+100.0
111.263583,+180.000,+180.747,+000.0,+0067.3,+0048.5,+100.0
112.374082,+180.000,+180.536,+000.0,+0067.3,+0048.5,+100.0
113.459367,+180.000,+180.232,+000.0,+0067.3,+0048.5,+100.0
114.544731,+180.000,+179.884,+004.1,+0067.3,+0048.5,+100.0
115.624076,+180.000,+179.472,+009.3,+0067.3,+0048.5,+100.0
116.695009,+180.000,+179.027,+014.7,+0067.3,+0048.5,+100.0
117.776085,+180.000,+178.560,+020.1,+0067.3,+0048.5,+100.0
118.905099,+180.000,+178.115,+025.1,+0067.3,+0048.5,+100.0
119.975536,+180.000,+177.732,+029.9,+0067.3,+0048.5,+100.0
121.055635,+180.000,+177.318,+034.5,+0067.3,+0048.5,+100.0
122.165651,+180.000,+176.930,+038.4,+0067.3,+0048.5,+100.0
123.256092,+180.000,+176.568,+042.5,+0067.3,+0048.5,+100.0
124.326132,+180.000,+176.237,+045.9,+0067.3,+0048.5,+100.0
125.406144,+180.000,+175.974,+048.5,+0067.3,+0048.5,+100.0
126.476374,+180.000,+175.771,+050.5,+0067.3,+0048.5,+100.0
127.566474,+180.000,+175.632,+051.8,+0067.3,+0048.5,+100.0
128.650133,+180.000,+175.539,+052.4,+0067.3,+0048.5,+100.0
129.717890,+180.000,+175.483,+052.8,+0067.3,+0048.5,+100.0
130.807328,+180.000,+175.469,+052.6,+0067.3,+0048.5,+100.0
131.928652,+180.000,+175.504,+051.9,+0067.3,+0048.5,+100.0
133.007755,+180.000,+175.566,+051.0,+0067.3,+0048.5,+100.0
134.078296,+180.000,+175.624,+050.4,+0067.3,+0048.5,+100.0
135.160009,+180.000,+175.692,+049.5,+0067.3,+0048.5,+100.0
136.238237,+180.000,+175.773,+048.5,+0067.3,+0048.5,+100.0
137.316687,+180.000,+175.835,+048.0,+0067.3,+0048.5,+100.0
138.388567,+180.000,+175.886,+047.4,+0067.3,+0048.5,+100.0
139.468971,+180.000,+175.930,+046.9,+0067.3,+0048.5,+100.0
140.552565,+180.000,+175.971,+046.5,+0067.3,+0048.5,+100.0
141.619279,+180.000,+175.992,+046.5,+0067.3,+0048.5,+100.0
142.679567,+180.000,+176.008,+046.2,+0067.3,+0048.5,+100.0
143.761600,+180.000,+176.025,+046.1,+0067.3,+0048.5,+100.0
144.890314,+180.000,+176.025,+046.3,+0067.3,+0048.5,+100.0
146.009938,+180.000,+176.001,+046.7,+0067.3,+0048.5,+100.0
147.080192,+182.000,+175.972,+070.2,+0067.3,+0048.5,+100.0
148.165051,+182.000,+175.970,+069.8,+0067.3,+0048.5,+100.0
149.256070,+182.000,+176.042,+068.4,+0067.3,+0048.5,+100.0
150.331257,+182.000,+176.216,+065.6,+0067.3,+0048.5,+100.0
151.421143,+182.000,+176.467,+062.2,+0067.3,+0048.5,+100.0
152.521157,+182.000,+176.776,+058.3,+0067.3,+0048.5,+100.0
153.592186,+182.000,+177.098,+054.6,+0067.3,+0048.5,+100.0
154.672777,+182.000,+177.379,+051.2,+0067.3,+0048.5,+100.0
155.752538,+182.000,+177.647,+048.8,+0067.3,+0048.5,+100.0
156.863137,+182.000,+177.880,+046.5,+0067.3,+0048.5,+100.0
157.993543,+182.000,+178.032,+045.2,+0067.3,+0048.5,+100.0
159.082465,+182.000,+178.133,+044.3,+0067.3,+0048.5,+100.0
160.163310,+182.000,+178.192,+043.9,+0067.3,+0048.5,+100.0
161.253006,+182.000,+178.213,+044.0,+0067.3,+0048.5,+100.0
162.373965,+182.000,+178.196,+021.2,+0069.8,+0043.5,+100.0
163.454504,+180.000,+178.156,+022.9,+0069.8,+0043.5,+100.0
164.524516,+180.000,+178.084,+025.8,+0069.8,+0043.5,+100.0
165.624982,+180.000,+177.940,+030.2,+0069.8,+0043.5,+100.0
166.695283,+180.000,+177.733,+035.3,+0069.8,+0043.5,+100.0
167.814769,+180.000,+177.512,+040.3,+0069.8,+0043.5,+100.0
168.925349,+180.000,+177.282,+045.6,+0069.8,+0043.5,+100.0
169.995910,+180.000,+177.060,+050.4,+0069.8,+0043.5,+100.0
171.084950,+180.000,+176.864,+054.5,+0069.8,+0043.5,+100.0
172.215304,+180.000,+176.714,+057.9,+0069.8,+0043.5,+100.0
173.275320,+180.000,+176.626,+060.1,+0069.8,+0043.5,+100.0
174.365925,+180.000,+176.601,+060.9,+0069.8,+0043.5,+100.0
175.436398,+180.000,+176.626,+061.5,+0069.8,+0043.5,+100.0
176.516415,+180.000,+176.720,+060.3,+0069.8,+0043.5,+100.0
177.586882,+180.000,+176.880,+058.5,+0069.8,+0043.5,+100.0
178.675137,+180.000,+177.058,+056.3,+0069.8,+0043.5,+100.0
179.757154,+180.000,+177.262,+054.2,+0069.8,+0043.5,+100.0
180.887730,+180.000,+177.475,+052.5,+0069.8,+0043.5,+100.0
181.998169,+180.000,+177.653,+051.1,+0069.8,+0043.5,+100.0
183.077488,+180.000,+177.792,+050.2,+0069.8,+0043.5,+100.0
184.148523,+180.000,+177.918,+049.9,+0069.8,+0043.5,+100.0
185.217896,+180.000,+178.014,+049.8,+0069.8,+0043.5,+100.0
186.291739,+180.000,+178.091,+050.2,+0069.8,+0043.5,+100.0
187.388727,+180.000,+178.144,+050.8,+0069.8,+0043.5,+100.0
188.459205,+180.000,+178.189,+051.2,+0069.8,+0043.5,+100.0
189.539314,+180.000,+178.225,+052.0,+0069.8,+0043.5,+100.0
190.619454,+180.000,+178.261,+052.6,+0069.8,+0043.5,+100.0
191.689825,+180.000,+178.280,+053.8,+0069.8,+0043.5,+100.0
192.770011,+180.000,+178.306,+054.2,+0069.8,+0043.5,+100.0
193.920217,+180.000,+178.351,+054.5,+0069.8,+0043.5,+100.0
195.026330,+180.000,+178.396,+055.0,+0069.8,+0043.5,+100.0
196.100591,+180.000,+178.454,+054.8,+0069.8,+0043.5,+100.0
197.181103,+180.000,+178.516,+054.7,+0069.8,+0043.5,+100.0
198.251071,+180.000,+178.592,+054.3,+0069.8,+0043.5,+100.0
199.331329,+180.000,+178.677,+053.9,+0069.8,+0043.5,+100.0
200.428335,+180.000,+178.764,+053.3,+0069.8,+0043.5,+100.0
201.511353,+180.000,+178.844,+053.1,+0069.8,+0043.5,+100.0
202.591426,+180.000,+178.917,+052.8,+0069.8,+0043.5,+100.0
203.662098,+180.000,+178.991,+052.2,+0069.8,+0043.5,+100.0
204.732091,+180.000,+179.068,+051.9,+0069.8,+0043.5,+100.0
205.822903,+180.000,+179.131,+051.7,+0069.8,+0043.5,+100.0
206.922929,+180.000,+179.192,+051.5,+0069.8,+0043.5,+100.0
207.992962,+180.000,+179.246,+051.4,+0069.8,+0043.5,+100.0
209.073475,+180.000,+179.287,+051.6,+0069.8,+0043.5,+100.0
210.153527,+180.000,+179.323,+051.6,+0069.8,+0043.5,+100.0
