Time(s),SetTemp(K),Temp(K),HeatPower,P,I,D
0.000000,+100.000,+77.4766,+000.0,+0015.0,+0020.0,+000.0
1.108144,+100.000,+77.4746,+000.0,+0015.0,+0020.0,+000.0
2.228173,+100.000,+77.4726,+000.0,+0015.0,+0020.0,+000.0
3.301000,+100.000,+77.4701,+000.0,+0015.0,+0020.0,+000.0
4.368403,+100.000,+77.4683,+000.0,+0015.0,+0020.0,+000.0
5.448132,+100.000,+77.4660,+000.0,+0015.0,+0020.0,+000.0
6.529238,+100.000,+77.4645,+000.0,+0015.0,+0020.0,+000.0
7.589091,+100.000,+77.4616,+000.0,+0015.0,+0020.0,+000.0
8.679109,+100.000,+77.4584,+000.0,+0015.0,+0020.0,+000.0
9.749827,+100.000,+77.4548,+000.0,+0015.0,+0020.0,+000.0
10.819929,+100.000,+77.4520,+000.0,+0015.0,+0020.0,+000.0
11.899954,+100.000,+77.4487,+000.0,+0015.0,+0020.0,+000.0
12.970136,+100.000,+77.4471,+000.0,+0015.0,+0020.0,+000.0
14.040636,+100.000,+77.4450,+000.0,+0015.0,+0020.0,+000.0
15.170660,+100.000,+77.4434,+000.0,+0015.0,+0020.0,+000.0
16.240719,+100.000,+77.4416,+000.0,+0015.0,+0020.0,+000.0
17.330725,+100.000,+77.4411,+000.0,+0015.0,+0020.0,+000.0
18.441745,+100.000,+77.4404,+000.0,+0015.0,+0020.0,+000.0
19.561369,+100.000,+77.4405,+000.0,+0015.0,+0020.0,+000.0
20.631820,+100.000,+77.4406,+000.0,+0015.0,+0020.0,+000.0
21.711667,+100.000,+77.4413,+000.0,+0015.0,+0020.0,+000.0
22.792413,+100.000,+77.4413,+000.0,+0015.0,+0020.0,+000.0
23.862191,+100.000,+77.4419,+000.0,+0015.0,+0020.0,+000.0
24.923261,+100.000,+77.4417,+000.0,+0015.0,+0020.0,+000.0
26.002742,+100.000,+77.4419,+000.0,+0015.0,+0020.0,+000.0
27.112858,+100.000,+77.4417,+000.0,+0015.0,+0020.0,+000.0
28.264665,+100.000,+77.4419,+000.0,+0015.0,+0020.0,+000.0
29.375236,+100.000,+77.4419,+000.0,+0015.0,+0020.0,+000.0
30.478700,+100.000,+77.4428,+000.0,+0015.0,+0020.0,+000.0
31.574896,+100.000,+77.4434,+000.0,+0015.0,+0020.0,+000.0
32.649003,+100.000,+77.4431,+000.0,+0015.0,+0020.0,+000.0
33.735564,+100.000,+77.4425,+000.0,+0015.0,+0020.0,+000.0
34.814983,+100.000,+77.4424,+000.0,+0015.0,+0020.0,+000.0
35.895001,+100.000,+77.4413,+000.0,+0015.0,+0020.0,+000.0
36.965623,+100.000,+77.4410,+000.0,+0015.0,+0020.0,+000.0
38.027262,+100.000,+77.4410,+000.0,+0015.0,+0020.0,+000.0
39.174290,+100.000,+77.4415,+000.0,+0015.0,+0020.0,+000.0
40.276332,+100.000,+77.4420,+000.0,+0015.0,+0020.0,+000.0
41.346411,+100.000,+77.4425,+000.0,+0015.0,+0020.0,+000.0
42.426434,+100.000,+77.4439,+000.0,+0015.0,+0020.0,+000.0
43.506634,+100.000,+77.4450,+000.0,+0015.0,+0020.0,+000.0
44.577447,+100.000,+77.4453,+000.0,+0015.0,+0020.0,+000.0
45.646579,+100.000,+77.4461,+000.0,+0015.0,+0020.0,+000.0
46.727335,+100.000,+77.4485,+000.0,+0015.0,+0020.0,+000.0
47.798920,+100.000,+77.4515,+000.0,+0015.0,+0020.0,+000.0
48.878133,+100.000,+77.4523,+000.0,+0015.0,+0020.0,+000.0
49.947995,+100.000,+77.4531,+000.0,+0015.0,+0020.0,+000.0
51.068098,+100.000,+77.4537,+000.0,+0015.0,+0020.0,+000.0
