,Time(s),SetTemp(K),Temp(K),HeatPower,P,I,D
251,523.609233,105.0,104.943,29.1,67.3,48.5,100.0
252,525.6697839999999,105.0,104.934,29.5,67.3,48.5,100.0
253,527.750036,105.0,104.941,29.6,67.3,48.5,100.0
254,529.820633,105.0,104.911,30.3,67.3,48.5,100.0
255,531.891004,105.0,104.935,30.0,67.3,48.5,100.0
256,533.95133,105.0,104.92299999999999,30.3,67.3,48.5,100.0
257,536.031298,105.0,104.954,29.9,67.3,48.5,100.0
258,538.091537,105.0,104.955,30.2,67.3,48.5,100.0
259,540.162333,110.0,104.993,100.0,67.3,48.5,100.0
260,542.2330099999999,110.0,105.76,91.1,67.3,48.5,100.0
261,544.3433,110.0,108.272,46.7,67.3,48.5,100.0
262,546.453929,110.0,110.62899999999999,13.4,67.3,48.5,100.0
263,548.533875,110.0,111.787,1.2,67.3,48.5,100.0
264,550.614435,110.0,112.075,1.1,67.3,48.5,100.0
265,552.69645,110.0,111.839,7.1,67.3,48.5,100.0
266,554.786034,110.0,111.39299999999999,14.7,67.3,48.5,100.0
267,556.904217,110.0,110.883,23.1,67.3,48.5,100.0
268,558.985575,110.0,110.37299999999999,30.4,67.3,48.5,100.0
269,561.05647,110.0,110.027,35.0,67.3,48.5,100.0
270,563.15648,110.0,109.79899999999999,37.6,67.3,48.5,100.0
271,565.228012,110.0,109.723,37.9,67.3,48.5,100.0
272,567.353682,110.0,109.78399999999999,35.9,67.3,48.5,100.0
273,569.468543,110.0,109.854,34.8,67.3,48.5,100.0
274,571.568259,110.0,109.906,33.9,67.3,48.5,100.0
275,573.643378,110.0,109.97,33.0,67.3,48.5,100.0
276,575.729384,110.0,109.954,33.6,67.3,48.5,100.0
277,577.82285,110.0,109.93299999999999,34.0,67.3,48.5,100.0
278,579.899228,110.0,109.90100000000001,34.3,67.3,48.5,100.0
279,581.975082,110.0,109.87799999999999,34.9,67.3,48.5,100.0
280,584.050959,110.0,109.891,34.3,67.3,48.5,100.0
281,586.131329,110.0,109.915,34.2,67.3,48.5,100.0
282,588.201954,110.0,109.925,34.1,67.3,48.5,100.0
283,590.291764,110.0,109.913,34.4,67.3,48.5,100.0
284,592.4019519999999,110.0,109.89,34.9,67.3,48.5,100.0
285,594.493334,110.0,109.911,34.6,67.3,48.5,100.0
286,596.6029480000001,110.0,109.92399999999999,34.2,67.3,48.5,100.0
287,598.663728,110.0,109.911,34.8,67.3,48.5,100.0
288,600.754282,110.0,109.926,34.6,67.3,48.5,100.0
289,602.8447309999999,110.0,109.928,34.4,67.3,48.5,100.0
290,604.915139,110.0,109.959,34.1,67.3,48.5,100.0
291,606.994773,110.0,109.969,34.1,67.3,48.5,100.0
293,611.166075,110.0,109.943,34.8,67.3,48.5,100.0
294,613.2667389999999,110.0,109.94,34.5,67.3,48.5,100.0
295,615.4071610000001,110.0,109.946,34.6,67.3,48.5,100.0
296,617.487019,110.0,109.973,34.3,67.3,48.5,100.0
297,619.55757,110.0,109.963,34.4,67.3,48.5,100.0
298,621.638132,110.0,109.969,34.6,67.3,48.5,100.0
299,623.718852,110.0,109.98,34.2,67.3,48.5,100.0
300,625.7902320000001,110.0,109.98899999999999,34.2,67.3,48.5,100.0
301,627.858884,110.0,109.99,34.3,67.3,48.5,100.0
302,629.939624,110.0,109.98899999999999,34.3,67.3,48.5,100.0
303,632.009964,110.0,109.98899999999999,34.4,67.3,48.5,100.0
304,634.070648,110.0,109.986,34.5,67.3,48.5,100.0
305,636.151108,110.0,109.96600000000001,34.5,67.3,48.5,100.0
306,638.230875,110.0,109.985,34.5,67.3,48.5,100.0
307,640.351318,110.0,109.991,34.3,67.3,48.5,100.0
308,642.462429,110.0,110.008,34.4,67.3,48.5,100.0
309,644.552163,110.0,110.00200000000001,34.1,67.3,48.5,100.0
310,646.6862160000001,110.0,110.027,33.9,67.3,48.5,100.0
311,648.762794,110.0,110.012,34.3,67.3,48.5,100.0
312,650.843349,110.0,110.01100000000001,34.3,67.3,48.5,100.0
313,652.9342320000001,110.0,109.99700000000001,34.4,67.3,48.5,100.0
314,655.0043730000001,110.0,110.01299999999999,34.2,67.3,48.5,100.0
315,657.077239,110.0,109.993,34.6,67.3,48.5,100.0
316,659.155691,110.0,109.999,34.4,67.3,48.5,100.0
317,661.2361559999999,110.0,110.021,33.7,67.3,48.5,100.0
318,663.356315,110.0,110.012,34.1,67.3,48.5,100.0
319,665.466457,110.0,109.995,34.6,67.3,48.5,100.0
320,667.5380299999999,110.0,109.98100000000001,34.6,67.3,48.5,100.0
321,669.696548,115.0,110.00399999999999,100.0,67.3,48.5,100.0
322,671.767434,115.0,110.125,100.0,67.3,48.5,100.0
323,673.84842,115.0,111.36200000000001,85.9,67.3,48.5,100.0
324,675.9289980000001,115.0,113.90899999999999,41.7,67.3,48.5,100.0
325,678.008233,115.0,116.05799999999999,12.8,67.3,48.5,100.0
326,680.069194,115.0,117.064,2.9,67.3,48.5,100.0
327,682.1701929999999,115.0,117.15899999999999,5.4,67.3,48.5,100.0
328,684.260116,115.0,116.807,12.9,67.3,48.5,100.0
329,686.400886,115.0,116.24600000000001,22.3,67.3,48.5,100.0
330,688.462324,115.0,115.693,31.1,67.3,48.5,100.0
331,690.541769,115.0,115.211,37.6,67.3,48.5,100.0
332,692.61112,115.0,114.859,42.1,67.3,48.5,100.0
333,694.714115,115.0,114.706,43.1,67.3,48.5,100.0
334,696.832866,115.0,114.734,41.8,67.3,48.5,100.0
335,698.917645,115.0,114.829,39.7,67.3,48.5,100.0
336,700.9837269999999,115.0,114.932,38.0,67.3,48.5,100.0
337,703.0535629999999,115.0,115.006,36.9,67.3,48.5,100.0
338,705.134362,115.0,115.02799999999999,36.7,67.3,48.5,100.0
339,707.204562,115.0,115.02600000000001,36.8,67.3,48.5,100.0
340,709.295388,115.0,114.98700000000001,37.6,67.3,48.5,100.0
341,711.405625,115.0,114.96799999999999,37.6,67.3,48.5,100.0
342,713.476161,115.0,114.94,38.2,67.3,48.5,100.0
343,715.556547,115.0,114.93700000000001,38.2,67.3,48.5,100.0
344,717.6370730000001,115.0,114.92399999999999,38.3,67.3,48.5,100.0
345,719.7065150000001,115.0,114.926,38.5,67.3,48.5,100.0
346,721.777557,115.0,114.926,38.3,67.3,48.5,100.0
347,723.858015,115.0,114.949,37.9,67.3,48.5,100.0
348,725.938451,115.0,114.95700000000001,37.8,67.3,48.5,100.0
349,728.0087679999999,115.0,114.98100000000001,37.6,67.3,48.5,100.0
350,730.078962,115.0,114.98700000000001,37.6,67.3,48.5,100.0
351,732.159894,115.0,114.98200000000001,37.8,67.3,48.5,100.0
352,734.240709,115.0,114.959,38.1,67.3,48.5,100.0
353,736.3701110000001,115.0,114.959,38.2,67.3,48.5,100.0
354,738.469969,115.0,114.956,38.2,67.3,48.5,100.0
355,740.551254,115.0,114.959,38.1,67.3,48.5,100.0
356,742.631248,115.0,114.955,38.2,67.3,48.5,100.0
357,744.711661,115.0,114.978,37.8,67.3,48.5,100.0
358,746.832009,115.0,114.994,37.5,67.3,48.5,100.0
359,748.912754,115.0,115.006,37.6,67.3,48.5,100.0
360,750.9826879999999,115.0,114.984,38.0,67.3,48.5,100.0
361,753.053623,115.0,114.97,38.2,67.3,48.5,100.0
362,755.143745,115.0,114.999,37.6,67.3,48.5,100.0
