Time(s),SetTemp(K),Temp(K),HeatPower,P,I,D
0.000000,+280.000,+280.078,+066.6,+0066.2,+0041.7,+100.0
1.088040,+280.000,+280.079,+066.2,+0066.2,+0041.7,+100.0
2.178458,+280.000,+280.079,+066.4,+0066.2,+0041.7,+100.0
3.274100,+280.000,+280.076,+066.2,+0066.2,+0041.7,+100.0
4.344501,+280.000,+280.090,+065.9,+0066.2,+0041.7,+100.0
5.444429,+280.000,+280.091,+066.0,+0066.2,+0041.7,+100.0
6.554407,+280.000,+280.089,+066.0,+0066.2,+0041.7,+100.0
7.634385,+280.000,+280.082,+066.2,+0066.2,+0041.7,+100.0
8.704946,+280.000,+280.072,+066.2,+0066.2,+0041.7,+100.0
9.784957,+280.000,+280.074,+065.9,+0066.2,+0041.7,+100.0
10.885193,+280.000,+280.079,+066.1,+0066.2,+0041.7,+100.0
12.015391,+280.000,+280.053,+066.5,+0066.2,+0041.7,+100.0
13.085401,+280.000,+280.065,+065.9,+0066.2,+0041.7,+100.0
14.155755,+280.000,+280.074,+000.0,+0066.2,+0041.7,+100.0
15.265533,+280.000,+280.038,+000.0,+0066.2,+0041.7,+100.0
16.376555,+280.000,+279.926,+001.9,+0066.2,+0041.7,+100.0
17.446178,+280.000,+279.698,+005.3,+0066.2,+0041.7,+100.0
18.526629,+280.000,+279.386,+009.5,+0066.2,+0041.7,+100.0
19.607225,+280.000,+278.932,+015.2,+0066.2,+0041.7,+100.0
20.687636,+280.000,+278.414,+021.3,+0066.2,+0041.7,+100.0
21.747533,+280.000,+277.859,+027.5,+0066.2,+0041.7,+100.0
22.837221,+280.000,+277.278,+034.2,+0066.2,+0041.7,+100.0
23.957871,+280.000,+276.679,+040.7,+0066.2,+0041.7,+100.0
25.097758,+280.000,+276.110,+046.9,+0066.2,+0041.7,+100.0
26.208657,+280.000,+275.561,+052.6,+0066.2,+0041.7,+100.0
27.297948,+280.000,+275.076,+057.5,+0066.2,+0041.7,+100.0
28.381060,+280.000,+274.653,+061.7,+0066.2,+0041.7,+100.0
