Time(s),SetTemp(K),Temp(K),HeatPower,P,I,D
0.000000,+240.000,+240.014,+057.8,+0069.8,+0043.5,+100.0
1.096838,+240.000,+239.998,+058.2,+0069.8,+0043.5,+100.0
2.178845,+240.000,+239.993,+058.0,+0069.8,+0043.5,+100.0
3.277330,+240.000,+240.011,+057.6,+0069.8,+0043.5,+100.0
4.357791,+240.000,+240.005,+058.0,+0069.8,+0043.5,+100.0
5.480805,+240.000,+239.994,+058.2,+0069.8,+0043.5,+100.0
6.608753,+240.000,+239.993,+000.0,+0069.8,+0043.5,+100.0
7.698465,+240.000,+239.997,+000.0,+0069.8,+0043.5,+100.0
8.778479,+240.000,+239.974,+000.7,+0069.8,+0043.5,+100.0
9.858865,+240.000,+239.854,+003.0,+0069.8,+0043.5,+100.0
10.940509,+240.000,+239.630,+006.2,+0069.8,+0043.5,+100.0
12.029521,+240.000,+239.310,+010.6,+0069.8,+0043.5,+100.0
13.095837,+240.000,+238.937,+015.2,+0069.8,+0043.5,+100.0
14.174537,+240.000,+238.561,+020.3,+0069.8,+0043.5,+100.0
15.275312,+240.000,+238.121,+025.2,+0069.8,+0043.5,+100.0
16.366104,+240.000,+237.629,+031.7,+0069.8,+0043.5,+100.0
17.480066,+240.000,+237.113,+036.9,+0069.8,+0043.5,+100.0
18.600286,+240.000,+236.671,+041.9,+0069.8,+0043.5,+100.0
19.680744,+240.000,+236.293,+046.4,+0069.8,+0043.5,+100.0
20.761161,+240.000,+235.918,+050.2,+0069.8,+0043.5,+100.0
21.850675,+240.000,+235.553,+054.2,+0069.8,+0043.5,+100.0
22.962072,+240.000,+235.271,+056.8,+0069.8,+0043.5,+100.0
24.031760,+240.000,+235.056,+058.8,+0069.8,+0043.5,+100.0
25.091992,+240.000,+234.915,+060.0,+0069.8,+0043.5,+100.0
26.171855,+240.000,+234.836,+060.5,+0069.8,+0043.5,+100.0
27.262573,+240.000,+234.801,+060.5,+0069.8,+0043.5,+100.0
28.332458,+240.000,+234.829,+059.7,+0069.8,+0043.5,+100.0
29.433137,+240.000,+234.875,+059.3,+0069.8,+0043.5,+100.0
30.543224,+240.000,+234.931,+058.4,+0069.8,+0043.5,+100.0
31.636879,+240.000,+235.024,+057.1,+0069.8,+0043.5,+100.0
32.761836,+240.000,+235.119,+056.1,+0069.8,+0043.5,+100.0
33.833913,+240.000,+235.222,+054.7,+0069.8,+0043.5,+100.0
34.893846,+240.000,+235.308,+054.0,+0069.8,+0043.5,+100.0
35.973862,+240.000,+235.372,+053.2,+0069.8,+0043.5,+100.0
37.064490,+240.000,+235.452,+052.4,+0069.8,+0043.5,+100.0
38.134434,+240.000,+235.501,+052.0,+0069.8,+0043.5,+100.0
39.215447,+240.000,+235.531,+051.8,+0069.8,+0043.5,+100.0
40.284656,+240.000,+235.543,+051.7,+0069.8,+0043.5,+100.0
41.364669,+240.000,+235.551,+051.8,+0069.8,+0043.5,+100.0
42.495145,+240.000,+235.537,+052.0,+0069.8,+0043.5,+100.0
43.585224,+240.000,+235.502,+052.7,+0069.8,+0043.5,+100.0
44.655818,+240.000,+235.475,+052.7,+0069.8,+0043.5,+100.0
45.735660,+242.000,+235.458,+076.3,+0069.8,+0043.5,+100.0
46.805786,+240.000,+235.456,+078.9,+0069.8,+0043.5,+100.0
47.890795,+240.000,+235.533,+076.6,+0069.8,+0043.5,+100.0
48.966236,+240.000,+235.682,+073.2,+0069.8,+0043.5,+100.0
50.036692,+240.000,+235.939,+067.5,+0069.8,+0043.5,+100.0
51.096701,+240.000,+236.263,+061.4,+0069.8,+0043.5,+100.0
52.176715,+240.000,+236.569,+056.2,+0069.8,+0043.5,+100.0
53.267730,+240.000,+236.874,+051.3,+0069.8,+0043.5,+100.0
54.337251,+240.000,+237.133,+047.4,+0069.8,+0043.5,+100.0
55.448284,+240.000,+237.322,+045.0,+0069.8,+0043.5,+100.0
56.570173,+240.000,+237.441,+043.6,+0069.8,+0043.5,+100.0
57.638293,+240.000,+237.478,+044.0,+0069.8,+0043.5,+100.0
58.728865,+240.000,+237.444,+045.3,+0069.8,+0043.5,+100.0
59.804282,+240.000,+237.360,+047.0,+0069.8,+0043.5,+100.0
60.878510,+240.000,+237.266,+049.1,+0069.8,+0043.5,+100.0
61.978833,+240.000,+237.117,+051.8,+0069.8,+0043.5,+100.0
63.110032,+240.000,+236.973,+054.4,+0069.8,+0043.5,+100.0
64.190171,+240.000,+236.863,+056.1,+0069.8,+0043.5,+100.0
65.280870,+240.000,+236.747,+058.0,+0069.8,+0043.5,+100.0
66.359773,+240.000,+236.652,+059.3,+0069.8,+0043.5,+100.0
67.490804,+240.000,+236.591,+059.8,+0069.8,+0043.5,+100.0
68.600849,+240.000,+236.569,+060.0,+0069.8,+0043.5,+100.0
69.681109,+240.000,+236.568,+059.6,+0069.8,+0043.5,+100.0
70.761101,+240.000,+236.609,+058.6,+0069.8,+0043.5,+100.0
71.861117,+240.000,+236.660,+057.5,+0069.8,+0043.5,+100.0
72.981674,+240.000,+236.721,+056.4,+0069.8,+0043.5,+100.0
74.071541,+240.000,+236.779,+055.5,+0069.8,+0043.5,+100.0
75.141875,+240.000,+236.835,+054.6,+0069.8,+0043.5,+100.0
76.211705,+240.000,+236.891,+053.6,+0069.8,+0043.5,+100.0
77.292560,+240.000,+236.921,+053.7,+0069.8,+0043.5,+100.0
78.372015,+240.000,+236.923,+053.6,+0069.8,+0043.5,+100.0
79.502886,+240.000,+236.922,+053.7,+0069.8,+0043.5,+100.0
80.593372,+240.000,+236.906,+054.1,+0069.8,+0043.5,+100.0
81.693096,+240.000,+236.898,+054.1,+0069.8,+0043.5,+100.0
82.813023,+240.000,+236.885,+054.5,+0069.8,+0043.5,+100.0
83.906481,+240.000,+236.855,+055.2,+0069.8,+0043.5,+100.0
84.994067,+240.000,+236.822,+055.9,+0069.8,+0043.5,+100.0
86.065539,+240.000,+236.791,+056.2,+0069.8,+0043.5,+100.0
87.133669,+240.000,+236.776,+056.2,+0069.8,+0043.5,+100.0
88.204739,+240.000,+236.767,+056.5,+0069.8,+0043.5,+100.0
89.294244,+240.000,+236.768,+056.2,+0069.8,+0043.5,+100.0
90.374723,+240.000,+236.770,+056.4,+0069.8,+0043.5,+100.0
91.504754,+240.000,+236.780,+055.9,+0069.8,+0043.5,+100.0
92.635315,+240.000,+236.796,+055.7,+0069.8,+0043.5,+100.0
93.706146,+240.000,+236.811,+055.7,+0069.8,+0043.5,+100.0
94.785898,+240.000,+236.810,+055.5,+0069.8,+0043.5,+100.0
95.866913,+240.000,+236.819,+055.3,+0069.8,+0043.5,+100.0
96.945745,+240.000,+236.831,+055.2,+0069.8,+0043.5,+100.0
98.026421,+240.000,+236.836,+055.1,+0069.8,+0043.5,+100.0
99.086802,+240.000,+236.836,+055.3,+0069.8,+0043.5,+100.0
100.176795,+240.000,+236.822,+055.6,+0069.8,+0043.5,+100.0
101.267354,+240.000,+236.805,+055.8,+0069.8,+0043.5,+100.0
102.337147,+240.000,+236.809,+055.5,+0069.8,+0043.5,+100.0
103.424493,+240.000,+236.824,+055.3,+0069.8,+0043.5,+100.0
104.547575,+240.000,+236.826,+055.4,+0069.8,+0043.5,+100.0
105.608052,+240.000,+236.808,+055.8,+0069.8,+0043.5,+100.0
106.687861,+242.000,+236.800,+090.8,+0069.8,+0043.5,+100.0
107.768667,+242.000,+236.816,+090.0,+0069.8,+0043.5,+100.0
108.838836,+242.000,+236.947,+085.7,+0069.8,+0043.5,+100.0
