Time(s),SetTemp(K),Temp(K),HeatPower,P,I,D
0.000000,296.3,296.331,0.0,25.0,15.0,0.0
5.125961,296.3,296.331,0.0,25.0,15.0,0.0
10.262614,296.3,296.33,0.0,25.0,15.0,0.0
15.387751,296.3,296.33,0.0,25.0,15.0,0.0
20.517236,296.3,296.33,0.0,25.0,15.0,0.0
25.651221,296.3,296.328,0.0,25.0,15.0,0.0
30.782769,296.3,296.329,45.0,25.0,15.0,0.0
35.907676,296.3,296.327,45.0,25.0,15.0,0.0
41.024419,296.3,296.326,90.0,25.0,15.0,0.0
46.162821,296.3,296.327,90.0,25.0,15.0,0.0
51.287769,296.3,296.326,90.0,25.0,15.0,0.0
56.423054,296.3,296.325,90.0,25.0,15.0,0.0
61.558954,296.3,296.325,90.0,25.0,15.0,0.0
66.681490,296.3,296.325,45.0,25.0,15.0,0.0
71.815350,296.3,296.325,45.0,25.0,15.0,0.0
76.946405,296.3,296.325,0.0,25.0,15.0,0.0
82.079411,296.3,296.322,0.0,25.0,15.0,0.0
87.201555,296.3,296.323,0.0,25.0,15.0,0.0
92.338713,296.3,296.323,0.0,25.0,15.0,0.0
