Time(s),SetTemp(K),Temp(K),HeatPower,P,I,D
0.000000,296.3,296.322,0.0,25.0,15.0,0.0
5.122450,296.3,296.321,0.0,25.0,15.0,0.0
10.246265,296.3,296.321,0.0,25.0,15.0,0.0
15.384104,296.3,296.321,0.0,25.0,15.0,0.0
20.517777,296.3,296.321,0.0,25.0,15.0,0.0
25.631762,296.3,296.319,0.0,25.0,15.0,0.0
30.762359,296.3,296.319,75.0,25.0,15.0,0.0
35.885943,296.3,296.317,75.0,25.0,15.0,0.0
41.017079,296.3,296.318,90.0,25.0,15.0,0.0
46.143656,296.3,296.317,90.0,25.0,15.0,0.0
51.274045,296.3,296.317,90.0,25.0,15.0,0.0
56.397232,296.3,296.316,15.0,25.0,15.0,0.0
61.520814,296.3,296.316,15.0,25.0,15.0,0.0
66.645198,296.3,296.315,0.0,25.0,15.0,0.0
71.779633,296.3,296.315,0.0,25.0,15.0,0.0
